pathway_id,profile_id,scenario_id,pathway_name,time_step,financial_stability,systemic_risk,public_capacity
PW1,FF1,FS1,Resilient Public-Interest Finance Pathway,40,1.7231,0.0,1.5
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,1,1.0,0.59,0.4076
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,2,0.933,0.5986,0.4238
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,3,0.866,0.6073,0.4398
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,4,0.7992,0.6159,0.4555
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,5,0.7325,0.6245,0.471
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,6,0.6659,0.6332,0.4862
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,7,0.5993,0.6418,0.5012
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,8,0.4119,0.6569,0.5109
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,9,0.3449,0.6655,0.5251
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,10,0.278,0.6742,0.5391
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,11,0.211,0.6828,0.5528
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,12,0.1441,0.6914,0.5662
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,13,0.0772,0.7001,0.5794
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,14,0.0103,0.7087,0.5924
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,15,0.0,0.7173,0.6051
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,16,0.0,0.7324,0.6125
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,17,0.0,0.7411,0.6244
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,18,0.0,0.7497,0.6362
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,19,0.0,0.7583,0.6476
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,20,0.0,0.767,0.6588
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,21,0.0,0.7756,0.6697
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,22,0.0,0.7842,0.6804
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,23,0.0,0.7929,0.6908
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,24,0.0,0.808,0.696
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,25,0.0,0.8166,0.7057
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,26,0.0,0.8252,0.7151
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,27,0.0,0.8339,0.7243
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,28,0.0,0.8425,0.7332
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,29,0.0,0.8511,0.7419
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,30,0.0,0.8598,0.7503
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,31,0.0,0.8684,0.7585
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,32,0.0,0.8835,0.7613
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,33,0.0,0.8921,0.7688
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,34,0.0,0.9008,0.776
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,35,0.0,0.9094,0.7829
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,36,0.0,0.918,0.7895
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,37,0.0,0.9267,0.7959
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,38,0.0,0.9353,0.8021
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,39,0.0,0.9439,0.808
PW2,FF2,FS2,Debt-Fragile Household Economy Pathway,40,0.0,0.959,0.8086
PW3,FF3,FS3,Digital-Speed Crisis Pathway,1,1.0,0.6196,0.4764
PW3,FF3,FS3,Digital-Speed Crisis Pathway,2,0.933,0.6299,0.5005
PW3,FF3,FS3,Digital-Speed Crisis Pathway,3,0.8663,0.6402,0.5243
PW3,FF3,FS3,Digital-Speed Crisis Pathway,4,0.7999,0.6505,0.5478
PW3,FF3,FS3,Digital-Speed Crisis Pathway,5,0.7339,0.6608,0.571
PW3,FF3,FS3,Digital-Speed Crisis Pathway,6,0.6681,0.6712,0.5938
PW3,FF3,FS3,Digital-Speed Crisis Pathway,7,0.6026,0.6815,0.6164
PW3,FF3,FS3,Digital-Speed Crisis Pathway,8,0.4165,0.6983,0.6336
PW3,FF3,FS3,Digital-Speed Crisis Pathway,9,0.3509,0.7086,0.6554
PW3,FF3,FS3,Digital-Speed Crisis Pathway,10,0.2856,0.7189,0.6768
PW3,FF3,FS3,Digital-Speed Crisis Pathway,11,0.2206,0.7292,0.6979
PW3,FF3,FS3,Digital-Speed Crisis Pathway,12,0.1557,0.7395,0.7187
PW3,FF3,FS3,Digital-Speed Crisis Pathway,13,0.091,0.7498,0.7392
PW3,FF3,FS3,Digital-Speed Crisis Pathway,14,0.0266,0.7601,0.7594
PW3,FF3,FS3,Digital-Speed Crisis Pathway,15,0.0,0.7704,0.7793
PW3,FF3,FS3,Digital-Speed Crisis Pathway,16,0.0,0.7872,0.7939
PW3,FF3,FS3,Digital-Speed Crisis Pathway,17,0.0,0.7976,0.813
PW3,FF3,FS3,Digital-Speed Crisis Pathway,18,0.0,0.8079,0.8318
PW3,FF3,FS3,Digital-Speed Crisis Pathway,19,0.0,0.8182,0.8502
PW3,FF3,FS3,Digital-Speed Crisis Pathway,20,0.0,0.8285,0.8684
PW3,FF3,FS3,Digital-Speed Crisis Pathway,21,0.0,0.8388,0.8862
PW3,FF3,FS3,Digital-Speed Crisis Pathway,22,0.0,0.8491,0.9037
PW3,FF3,FS3,Digital-Speed Crisis Pathway,23,0.0,0.8594,0.9209
PW3,FF3,FS3,Digital-Speed Crisis Pathway,24,0.0,0.8762,0.9328
PW3,FF3,FS3,Digital-Speed Crisis Pathway,25,0.0,0.8865,0.9492
PW3,FF3,FS3,Digital-Speed Crisis Pathway,26,0.0,0.8968,0.9653
PW3,FF3,FS3,Digital-Speed Crisis Pathway,27,0.0,0.9072,0.9811
PW3,FF3,FS3,Digital-Speed Crisis Pathway,28,0.0,0.9175,0.9966
PW3,FF3,FS3,Digital-Speed Crisis Pathway,29,0.0,0.9278,1.0118
PW3,FF3,FS3,Digital-Speed Crisis Pathway,30,0.0,0.9381,1.0266
PW3,FF3,FS3,Digital-Speed Crisis Pathway,31,0.0,0.9484,1.0412
PW3,FF3,FS3,Digital-Speed Crisis Pathway,32,0.0,0.9652,1.0504
PW3,FF3,FS3,Digital-Speed Crisis Pathway,33,0.0,0.9755,1.0642
PW3,FF3,FS3,Digital-Speed Crisis Pathway,34,0.0,0.9858,1.0776
PW3,FF3,FS3,Digital-Speed Crisis Pathway,35,0.0,0.9961,1.0907
PW3,FF3,FS3,Digital-Speed Crisis Pathway,36,0.0,1.0064,1.1035
PW3,FF3,FS3,Digital-Speed Crisis Pathway,37,0.0,1.0168,1.116
PW3,FF3,FS3,Digital-Speed Crisis Pathway,38,0.0,1.0271,1.1282
PW3,FF3,FS3,Digital-Speed Crisis Pathway,39,0.0,1.0374,1.1401
PW3,FF3,FS3,Digital-Speed Crisis Pathway,40,0.0,1.0542,1.1466
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,1,1.0,0.576,0.4896
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,2,0.9438,0.5811,0.514
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,3,0.8882,0.5862,0.5382
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,4,0.8332,0.5913,0.5622
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,5,0.779,0.5964,0.5861
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,6,0.7253,0.6016,0.6099
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,7,0.6723,0.6067,0.6335
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,8,0.499,0.6183,0.652
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,9,0.4467,0.6234,0.6751
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,10,0.395,0.6285,0.698
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,11,0.3438,0.6336,0.7208
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,12,0.2933,0.6387,0.7434
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,13,0.2434,0.6438,0.7659
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,14,0.1941,0.6489,0.7882
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,15,0.1453,0.654,0.8104
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,16,0.0,0.6656,0.8275
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,17,0.0,0.6708,0.8491
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,18,0.0,0.6759,0.8707
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,19,0.0,0.681,0.892
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,20,0.0,0.6861,0.9132
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,21,0.0,0.6912,0.9343
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,22,0.0,0.6963,0.9552
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,23,0.0,0.7014,0.976
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,24,0.0,0.713,0.9916
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,25,0.0,0.7181,1.0118
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,26,0.0,0.7232,1.0319
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,27,0.0,0.7284,1.0519
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,28,0.0,0.7335,1.0717
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,29,0.0,0.7386,1.0913
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,30,0.0,0.7437,1.1108
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,31,0.0,0.7488,1.1302
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,32,0.0,0.7604,1.1443
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,33,0.0,0.7655,1.1632
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,34,0.0,0.7706,1.1819
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,35,0.0,0.7757,1.2004
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,36,0.0,0.7808,1.2188
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,37,0.0,0.786,1.237
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,38,0.0,0.7911,1.2551
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,39,0.0,0.7962,1.273
PW4,FF4,FS4,Climate Insurance Breakdown Pathway,40,0.0,0.8078,1.2857
PW5,FF5,FS5,Shadow Finance Stress Pathway,1,1.0,0.6552,0.4536
PW5,FF5,FS5,Shadow Finance Stress Pathway,2,0.9289,0.6665,0.4726
PW5,FF5,FS5,Shadow Finance Stress Pathway,3,0.8579,0.6779,0.4913
PW5,FF5,FS5,Shadow Finance Stress Pathway,4,0.787,0.6892,0.5096
PW5,FF5,FS5,Shadow Finance Stress Pathway,5,0.7161,0.7005,0.5276
PW5,FF5,FS5,Shadow Finance Stress Pathway,6,0.6452,0.7119,0.5452
PW5,FF5,FS5,Shadow Finance Stress Pathway,7,0.5743,0.7232,0.5625
PW5,FF5,FS5,Shadow Finance Stress Pathway,8,0.3825,0.741,0.5745
PW5,FF5,FS5,Shadow Finance Stress Pathway,9,0.311,0.7524,0.5909
PW5,FF5,FS5,Shadow Finance Stress Pathway,10,0.2395,0.7637,0.607
PW5,FF5,FS5,Shadow Finance Stress Pathway,11,0.1679,0.775,0.6228
PW5,FF5,FS5,Shadow Finance Stress Pathway,12,0.0963,0.7864,0.6382
PW5,FF5,FS5,Shadow Finance Stress Pathway,13,0.0246,0.7977,0.6532
PW5,FF5,FS5,Shadow Finance Stress Pathway,14,0.0,0.809,0.668
PW5,FF5,FS5,Shadow Finance Stress Pathway,15,0.0,0.8204,0.6824
PW5,FF5,FS5,Shadow Finance Stress Pathway,16,0.0,0.8382,0.6914
PW5,FF5,FS5,Shadow Finance Stress Pathway,17,0.0,0.8495,0.7049
PW5,FF5,FS5,Shadow Finance Stress Pathway,18,0.0,0.8609,0.7181
PW5,FF5,FS5,Shadow Finance Stress Pathway,19,0.0,0.8722,0.7309
PW5,FF5,FS5,Shadow Finance Stress Pathway,20,0.0,0.8835,0.7434
PW5,FF5,FS5,Shadow Finance Stress Pathway,21,0.0,0.8949,0.7556
PW5,FF5,FS5,Shadow Finance Stress Pathway,22,0.0,0.9062,0.7674
PW5,FF5,FS5,Shadow Finance Stress Pathway,23,0.0,0.9176,0.7789
PW5,FF5,FS5,Shadow Finance Stress Pathway,24,0.0,0.9354,0.785
PW5,FF5,FS5,Shadow Finance Stress Pathway,25,0.0,0.9467,0.7956
PW5,FF5,FS5,Shadow Finance Stress Pathway,26,0.0,0.958,0.8059
PW5,FF5,FS5,Shadow Finance Stress Pathway,27,0.0,0.9694,0.8158
PW5,FF5,FS5,Shadow Finance Stress Pathway,28,0.0,0.9807,0.8254
PW5,FF5,FS5,Shadow Finance Stress Pathway,29,0.0,0.992,0.8346
PW5,FF5,FS5,Shadow Finance Stress Pathway,30,0.0,1.0034,0.8435
PW5,FF5,FS5,Shadow Finance Stress Pathway,31,0.0,1.0147,0.8521
PW5,FF5,FS5,Shadow Finance Stress Pathway,32,0.0,1.0325,0.8553
PW5,FF5,FS5,Shadow Finance Stress Pathway,33,0.0,1.0439,0.863
PW5,FF5,FS5,Shadow Finance Stress Pathway,34,0.0,1.0552,0.8703
PW5,FF5,FS5,Shadow Finance Stress Pathway,35,0.0,1.0665,0.8773
PW5,FF5,FS5,Shadow Finance Stress Pathway,36,0.0,1.0779,0.884
PW5,FF5,FS5,Shadow Finance Stress Pathway,37,0.0,1.0892,0.8903
PW5,FF5,FS5,Shadow Finance Stress Pathway,38,0.0,1.1006,0.8963
PW5,FF5,FS5,Shadow Finance Stress Pathway,39,0.0,1.1119,0.9019
PW5,FF5,FS5,Shadow Finance Stress Pathway,40,0.0,1.1297,0.9022
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,1,1.0,0.5872,0.3608
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,2,0.9304,0.596,0.3721
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,3,0.8606,0.6048,0.3832
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,4,0.7908,0.6136,0.394
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,5,0.7209,0.6224,0.4045
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,6,0.6509,0.6312,0.4148
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,7,0.5807,0.64,0.4248
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,8,0.3894,0.6552,0.4295
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,9,0.3184,0.664,0.4388
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,10,0.2472,0.6728,0.4478
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,11,0.1758,0.6816,0.4566
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,12,0.1042,0.6904,0.465
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,13,0.0324,0.6992,0.4733
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,14,0.0,0.708,0.4812
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,15,0.0,0.7168,0.4889
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,16,0.0,0.732,0.4914
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,17,0.0,0.7408,0.4983
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,18,0.0,0.7496,0.5051
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,19,0.0,0.7584,0.5115
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,20,0.0,0.7672,0.5177
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,21,0.0,0.776,0.5236
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,22,0.0,0.7848,0.5293
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,23,0.0,0.7936,0.5347
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,24,0.0,0.8089,0.5348
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,25,0.0,0.8176,0.5395
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,26,0.0,0.8264,0.5439
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,27,0.0,0.8352,0.548
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,28,0.0,0.844,0.5519
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,29,0.0,0.8528,0.5555
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,30,0.0,0.8616,0.5589
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,31,0.0,0.8704,0.5619
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,32,0.0,0.8857,0.5598
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,33,0.0,0.8945,0.5621
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,34,0.0,0.9033,0.5642
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,35,0.0,0.912,0.5661
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,36,0.0,0.9208,0.5677
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,37,0.0,0.9296,0.569
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,38,0.0,0.9384,0.57
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,39,0.0,0.9472,0.5708
PW6,FF6,FS6,Sovereign Debt and Austerity Pathway,40,0.0,0.9625,0.5663
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,1,1.0,0.568,0.5148
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,2,0.9453,0.5729,0.5414
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,3,0.8913,0.5778,0.5679
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,4,0.8381,0.5827,0.5942
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,5,0.7856,0.5876,0.6204
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,6,0.7339,0.5924,0.6464
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,7,0.6829,0.5973,0.6723
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,8,0.5117,0.6087,0.693
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,9,0.4616,0.6136,0.7184
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,10,0.4122,0.6185,0.7437
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,11,0.3636,0.6234,0.7688
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,12,0.3156,0.6282,0.7937
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,13,0.2683,0.6331,0.8185
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,14,0.2217,0.638,0.8432
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,15,0.1759,0.6429,0.8677
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,16,0.0097,0.6543,0.8871
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,17,0.0,0.6592,0.9111
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,18,0.0,0.6641,0.935
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,19,0.0,0.6689,0.9587
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,20,0.0,0.6738,0.9823
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,21,0.0,0.6787,1.0057
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,22,0.0,0.6836,1.029
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,23,0.0,0.6885,1.0522
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,24,0.0,0.6999,1.0702
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,25,0.0,0.7048,1.0928
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,26,0.0,0.7096,1.1153
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,27,0.0,0.7145,1.1377
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,28,0.0,0.7194,1.1599
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,29,0.0,0.7243,1.182
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,30,0.0,0.7292,1.2039
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,31,0.0,0.7341,1.2257
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,32,0.0,0.7454,1.2423
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,33,0.0,0.7503,1.2636
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,34,0.0,0.7552,1.2848
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,35,0.0,0.7601,1.3057
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,36,0.0,0.765,1.3266
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,37,0.0,0.7699,1.3473
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,38,0.0,0.7748,1.3679
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,39,0.0,0.7797,1.3883
PW7,FF7,FS7,Green Finance Accountability Gap Pathway,40,0.0,0.791,1.4035
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,1,1.0,0.626,0.4348
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,2,0.9305,0.6364,0.4521
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,3,0.861,0.6467,0.4691
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,4,0.7916,0.6571,0.4858
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,5,0.7222,0.6674,0.5022
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,6,0.6528,0.6778,0.5182
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,7,0.5834,0.6882,0.534
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,8,0.3931,0.705,0.5444
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,9,0.3231,0.7154,0.5594
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,10,0.2531,0.7257,0.574
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,11,0.183,0.7361,0.5883
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,12,0.1129,0.7464,0.6023
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,13,0.0427,0.7568,0.616
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,14,0.0,0.7672,0.6294
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,15,0.0,0.7775,0.6425
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,16,0.0,0.7944,0.6503
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,17,0.0,0.8047,0.6625
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,18,0.0,0.8151,0.6745
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,19,0.0,0.8254,0.6861
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,20,0.0,0.8358,0.6974
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,21,0.0,0.8462,0.7084
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,22,0.0,0.8565,0.7191
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,23,0.0,0.8669,0.7295
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,24,0.0,0.8837,0.7346
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,25,0.0,0.8941,0.7442
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,26,0.0,0.9044,0.7535
PW8,FF8,FS8,Speculative Asset Inflation Reversal Pathway,27,0.0,0.9148,0.7624
