pathway_id,future_id,scenario_id,pathway_name,time_step,development_viability,development_fragility,public_capacity,fiscal_stress
PW4,DF4,SC6,Technology Dual Economy Pathway,33,1.8,0.4824,1.5,0.8027
PW4,DF4,SC6,Technology Dual Economy Pathway,34,1.8,0.478,1.5,0.8084
PW4,DF4,SC6,Technology Dual Economy Pathway,35,1.8,0.4736,1.5,0.814
PW4,DF4,SC6,Technology Dual Economy Pathway,36,1.8,0.4692,1.5,0.8193
PW4,DF4,SC6,Technology Dual Economy Pathway,37,1.8,0.4648,1.5,0.8245
PW4,DF4,SC6,Technology Dual Economy Pathway,38,1.8,0.4604,1.5,0.8295
PW4,DF4,SC6,Technology Dual Economy Pathway,39,1.8,0.456,1.5,0.8344
PW4,DF4,SC6,Technology Dual Economy Pathway,40,1.7408,0.4576,1.5,0.8453
PW5,DF5,SC5,Debt-Constrained Development Pathway,1,1.0,0.638,0.3732,0.76
PW5,DF5,SC5,Debt-Constrained Development Pathway,2,0.9679,0.648,0.4052,0.7857
PW5,DF5,SC5,Debt-Constrained Development Pathway,3,0.9358,0.658,0.4368,0.8118
PW5,DF5,SC5,Debt-Constrained Development Pathway,4,0.9036,0.668,0.4682,0.8384
PW5,DF5,SC5,Debt-Constrained Development Pathway,5,0.8713,0.678,0.4992,0.8653
PW5,DF5,SC5,Debt-Constrained Development Pathway,6,0.839,0.688,0.53,0.8926
PW5,DF5,SC5,Debt-Constrained Development Pathway,7,0.8066,0.698,0.5605,0.9203
PW5,DF5,SC5,Debt-Constrained Development Pathway,8,0.6533,0.714,0.5856,0.9547
PW5,DF5,SC5,Debt-Constrained Development Pathway,9,0.6199,0.724,0.6153,0.9834
PW5,DF5,SC5,Debt-Constrained Development Pathway,10,0.5862,0.734,0.6447,1.0126
PW5,DF5,SC5,Debt-Constrained Development Pathway,11,0.5524,0.744,0.6738,1.0422
PW5,DF5,SC5,Debt-Constrained Development Pathway,12,0.5183,0.754,0.7026,1.0721
PW5,DF5,SC5,Debt-Constrained Development Pathway,13,0.4839,0.764,0.731,1.1025
PW5,DF5,SC5,Debt-Constrained Development Pathway,14,0.4492,0.774,0.7592,1.1332
PW5,DF5,SC5,Debt-Constrained Development Pathway,15,0.4142,0.784,0.7871,1.1644
PW5,DF5,SC5,Debt-Constrained Development Pathway,16,0.2582,0.8,0.8097,1.2022
PW5,DF5,SC5,Debt-Constrained Development Pathway,17,0.2218,0.81,0.8368,1.2344
PW5,DF5,SC5,Debt-Constrained Development Pathway,18,0.1849,0.82,0.8636,1.267
PW5,DF5,SC5,Debt-Constrained Development Pathway,19,0.1477,0.83,0.8901,1.3
PW5,DF5,SC5,Debt-Constrained Development Pathway,20,0.11,0.84,0.9163,1.3334
PW5,DF5,SC5,Debt-Constrained Development Pathway,21,0.0718,0.85,0.9422,1.3672
PW5,DF5,SC5,Debt-Constrained Development Pathway,22,0.0332,0.86,0.9678,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,23,0.0,0.87,0.9931,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,24,0.0,0.886,1.0131,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,25,0.0,0.896,1.0376,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,26,0.0,0.906,1.0619,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,27,0.0,0.916,1.0858,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,28,0.0,0.926,1.1094,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,29,0.0,0.936,1.1327,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,30,0.0,0.946,1.1557,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,31,0.0,0.956,1.1785,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,32,0.0,0.972,1.1959,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,33,0.0,0.982,1.2178,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,34,0.0,0.992,1.2395,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,35,0.0,1.002,1.2608,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,36,0.0,1.012,1.2819,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,37,0.0,1.022,1.3026,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,38,0.0,1.032,1.323,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,39,0.0,1.042,1.3432,1.4
PW5,DF5,SC5,Debt-Constrained Development Pathway,40,0.0,1.058,1.358,1.4
PW6,DF6,SC7,Human Capability Investment Pathway,1,1.0,0.2868,0.7892,0.28
PW6,DF6,SC7,Human Capability Investment Pathway,2,1.0896,0.2188,0.8978,0.2514
PW6,DF6,SC7,Human Capability Investment Pathway,3,1.188,0.1508,1.0085,0.22
PW6,DF6,SC7,Human Capability Investment Pathway,4,1.2954,0.0828,1.1212,0.1859
PW6,DF6,SC7,Human Capability Investment Pathway,5,1.4118,0.0148,1.236,0.1491
PW6,DF6,SC7,Human Capability Investment Pathway,6,1.5347,0.0,1.3512,0.1117
PW6,DF6,SC7,Human Capability Investment Pathway,7,1.6633,0.0,1.4664,0.0743
PW6,DF6,SC7,Human Capability Investment Pathway,8,1.6742,0.0,1.5,0.0429
PW6,DF6,SC7,Human Capability Investment Pathway,9,1.8,0.0,1.5,0.0055
PW6,DF6,SC7,Human Capability Investment Pathway,10,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,11,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,12,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,13,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,14,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,15,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,16,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,17,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,18,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,19,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,20,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,21,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,22,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,23,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,24,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,25,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,26,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,27,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,28,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,29,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,30,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,31,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,32,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,33,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,34,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,35,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,36,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,37,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,38,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,39,1.8,0.0,1.5,0.0
PW6,DF6,SC7,Human Capability Investment Pathway,40,1.8,0.0,1.5,0.0
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,1,1.0,0.6584,0.406,0.54
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,2,0.9899,0.6702,0.4429,0.5638
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,3,0.98,0.682,0.4794,0.5881
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,4,0.9702,0.6938,0.5156,0.6128
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,5,0.9605,0.7056,0.5515,0.6381
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,6,0.9509,0.7174,0.5869,0.6638
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,7,0.9412,0.7292,0.6221,0.6899
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,8,0.8109,0.747,0.6518,0.7228
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,9,0.8006,0.7588,0.6861,0.7502
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,10,0.7901,0.7706,0.72,0.778
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,11,0.7796,0.7824,0.7535,0.8063
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,12,0.769,0.7942,0.7867,0.835
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,13,0.7582,0.806,0.8195,0.8643
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,14,0.7472,0.8178,0.852,0.894
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,15,0.736,0.8296,0.8841,0.9242
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,16,0.6039,0.8474,0.9108,0.9611
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,17,0.5915,0.8592,0.9421,0.9924
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,18,0.5788,0.871,0.9729,1.0243
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,19,0.5657,0.8828,1.0035,1.0566
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,20,0.5523,0.8946,1.0336,1.0894
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,21,0.5385,0.9064,1.0634,1.1226
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,22,0.5243,0.9182,1.0929,1.1564
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,23,0.5096,0.93,1.122,1.1906
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,24,0.3737,0.9478,1.1457,1.2315
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,25,0.3573,0.9596,1.174,1.2669
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,26,0.3404,0.9714,1.2018,1.3027
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,27,0.3229,0.9832,1.2293,1.339
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,28,0.3048,0.995,1.2565,1.3758
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,29,0.2864,1.0068,1.2833,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,30,0.2685,1.0186,1.3097,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,31,0.2511,1.0304,1.3358,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,32,0.1136,1.0482,1.3565,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,33,0.0965,1.06,1.3817,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,34,0.0798,1.0718,1.4066,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,35,0.0636,1.0836,1.4311,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,36,0.0476,1.0954,1.4552,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,37,0.0321,1.1072,1.479,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,38,0.0168,1.119,1.5,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,39,0.0009,1.1308,1.5,1.4
PW7,DF7,SC8,Resource Extraction Lock-In Pathway,40,0.0,1.1486,1.5,1.4
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,1,1.0,0.3736,0.6876,0.38
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,2,1.0684,0.3238,0.7781,0.3656
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,3,1.1434,0.274,0.8701,0.3491
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,4,1.2252,0.2242,0.9635,0.3307
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,5,1.3139,0.1744,1.0585,0.3103
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,6,1.4097,0.1246,1.155,0.2878
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,7,1.5125,0.0748,1.2529,0.2634
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,8,1.502,0.031,1.3474,0.2433
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,9,1.6178,0.0,1.4476,0.2159
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,10,1.7365,0.0,1.5,0.1885
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,11,1.8,0.0,1.5,0.1611
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,12,1.8,0.0,1.5,0.1337
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,13,1.8,0.0,1.5,0.1063
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,14,1.8,0.0,1.5,0.0789
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,15,1.8,0.0,1.5,0.0515
