"scenario_id","scenario_name","strategy_id","strategy_name","time_step","system_state","adaptive_capacity"
"S1","Baseline Continuity","T5","Low-Cost Continuity",22,2,0.1001
"S1","Baseline Continuity","T5","Low-Cost Continuity",23,2,0.1036
"S1","Baseline Continuity","T5","Low-Cost Continuity",24,2,0.1072
"S1","Baseline Continuity","T5","Low-Cost Continuity",25,2,0.1108
"S1","Baseline Continuity","T5","Low-Cost Continuity",26,2,0.1143
"S1","Baseline Continuity","T5","Low-Cost Continuity",27,2,0.1179
"S1","Baseline Continuity","T5","Low-Cost Continuity",28,2,0.1215
"S1","Baseline Continuity","T5","Low-Cost Continuity",29,2,0.1251
"S1","Baseline Continuity","T5","Low-Cost Continuity",30,2,0.1286
"S1","Baseline Continuity","T5","Low-Cost Continuity",31,2,0.1322
"S1","Baseline Continuity","T5","Low-Cost Continuity",32,2,0.1358
"S1","Baseline Continuity","T5","Low-Cost Continuity",33,2,0.1394
"S1","Baseline Continuity","T5","Low-Cost Continuity",34,2,0.1429
"S1","Baseline Continuity","T5","Low-Cost Continuity",35,2,0.1465
"S1","Baseline Continuity","T5","Low-Cost Continuity",36,2,0.1501
"S1","Baseline Continuity","T5","Low-Cost Continuity",37,2,0.1537
"S1","Baseline Continuity","T5","Low-Cost Continuity",38,2,0.1572
"S1","Baseline Continuity","T5","Low-Cost Continuity",39,2,0.1608
"S1","Baseline Continuity","T5","Low-Cost Continuity",40,2,0.1644
"S2","High Disruption","T1","Efficiency Optimization",1,1.08,0.01
"S2","High Disruption","T1","Efficiency Optimization",2,1.0693,0.0129
"S2","High Disruption","T1","Efficiency Optimization",3,1.0615,0.0158
"S2","High Disruption","T1","Efficiency Optimization",4,1.0566,0.0187
"S2","High Disruption","T1","Efficiency Optimization",5,1.0546,0.0216
"S2","High Disruption","T1","Efficiency Optimization",6,1.0555,0.0245
"S2","High Disruption","T1","Efficiency Optimization",7,1.0593,0.0274
"S2","High Disruption","T1","Efficiency Optimization",8,0.9727,0.0303
"S2","High Disruption","T1","Efficiency Optimization",9,0.9808,0.0333
"S2","High Disruption","T1","Efficiency Optimization",10,0.9924,0.0363
"S2","High Disruption","T1","Efficiency Optimization",11,1.0076,0.0393
"S2","High Disruption","T1","Efficiency Optimization",12,1.0261,0.0421
"S2","High Disruption","T1","Efficiency Optimization",13,1.0476,0.045
"S2","High Disruption","T1","Efficiency Optimization",14,1.072,0.0479
"S2","High Disruption","T1","Efficiency Optimization",15,1.0992,0.0508
"S2","High Disruption","T1","Efficiency Optimization",16,1.036,0.0537
"S2","High Disruption","T1","Efficiency Optimization",17,1.0691,0.0566
"S2","High Disruption","T1","Efficiency Optimization",18,1.105,0.0595
"S2","High Disruption","T1","Efficiency Optimization",19,1.1439,0.0624
"S2","High Disruption","T1","Efficiency Optimization",20,1.1856,0.0653
"S2","High Disruption","T1","Efficiency Optimization",21,1.2303,0.0682
"S2","High Disruption","T1","Efficiency Optimization",22,1.2778,0.0711
"S2","High Disruption","T1","Efficiency Optimization",23,1.3283,0.074
"S2","High Disruption","T1","Efficiency Optimization",24,1.2883,0.0769
"S2","High Disruption","T1","Efficiency Optimization",25,1.3445,0.0798
"S2","High Disruption","T1","Efficiency Optimization",26,1.4036,0.0827
"S2","High Disruption","T1","Efficiency Optimization",27,1.4657,0.0856
"S2","High Disruption","T1","Efficiency Optimization",28,1.5306,0.0885
"S2","High Disruption","T1","Efficiency Optimization",29,1.5984,0.0914
"S2","High Disruption","T1","Efficiency Optimization",30,1.6692,0.0943
"S2","High Disruption","T1","Efficiency Optimization",31,1.7428,0.0972
"S2","High Disruption","T1","Efficiency Optimization",32,1.726,0.1001
"S2","High Disruption","T1","Efficiency Optimization",33,1.8054,0.103
"S2","High Disruption","T1","Efficiency Optimization",34,1.8877,0.1059
"S2","High Disruption","T1","Efficiency Optimization",35,1.9729,0.1088
"S2","High Disruption","T1","Efficiency Optimization",36,2,0.1117
"S2","High Disruption","T1","Efficiency Optimization",37,2,0.1146
"S2","High Disruption","T1","Efficiency Optimization",38,2,0.1175
"S2","High Disruption","T1","Efficiency Optimization",39,2,0.1204
"S2","High Disruption","T1","Efficiency Optimization",40,2,0.1233
"S2","High Disruption","T2","Robust Resilience Portfolio",1,1.04,0.04
"S2","High Disruption","T2","Robust Resilience Portfolio",2,1.1032,0.0446
"S2","High Disruption","T2","Robust Resilience Portfolio",3,1.1709,0.0492
"S2","High Disruption","T2","Robust Resilience Portfolio",4,1.2433,0.0538
"S2","High Disruption","T2","Robust Resilience Portfolio",5,1.3202,0.0584
"S2","High Disruption","T2","Robust Resilience Portfolio",6,1.4017,0.063
"S2","High Disruption","T2","Robust Resilience Portfolio",7,1.4879,0.0676
"S2","High Disruption","T2","Robust Resilience Portfolio",8,1.4986,0.0722
"S2","High Disruption","T2","Robust Resilience Portfolio",9,1.5939,0.0768
"S2","High Disruption","T2","Robust Resilience Portfolio",10,1.6939,0.0814
"S2","High Disruption","T2","Robust Resilience Portfolio",11,1.7984,0.086
"S2","High Disruption","T2","Robust Resilience Portfolio",12,1.9075,0.0906
"S2","High Disruption","T2","Robust Resilience Portfolio",13,2,0.0952
"S2","High Disruption","T2","Robust Resilience Portfolio",14,2,0.0997
"S2","High Disruption","T2","Robust Resilience Portfolio",15,2,0.1043
"S2","High Disruption","T2","Robust Resilience Portfolio",16,2,0.1089
"S2","High Disruption","T2","Robust Resilience Portfolio",17,2,0.1135
"S2","High Disruption","T2","Robust Resilience Portfolio",18,2,0.1181
"S2","High Disruption","T2","Robust Resilience Portfolio",19,2,0.1227
"S2","High Disruption","T2","Robust Resilience Portfolio",20,2,0.1273
"S2","High Disruption","T2","Robust Resilience Portfolio",21,2,0.1319
"S2","High Disruption","T2","Robust Resilience Portfolio",22,2,0.1365
"S2","High Disruption","T2","Robust Resilience Portfolio",23,2,0.1411
"S2","High Disruption","T2","Robust Resilience Portfolio",24,2,0.1457
"S2","High Disruption","T2","Robust Resilience Portfolio",25,2,0.1503
"S2","High Disruption","T2","Robust Resilience Portfolio",26,2,0.1549
"S2","High Disruption","T2","Robust Resilience Portfolio",27,2,0.1595
"S2","High Disruption","T2","Robust Resilience Portfolio",28,2,0.1641
"S2","High Disruption","T2","Robust Resilience Portfolio",29,2,0.1687
"S2","High Disruption","T2","Robust Resilience Portfolio",30,2,0.1733
"S2","High Disruption","T2","Robust Resilience Portfolio",31,2,0.1779
"S2","High Disruption","T2","Robust Resilience Portfolio",32,2,0.1825
"S2","High Disruption","T2","Robust Resilience Portfolio",33,2,0.1871
"S2","High Disruption","T2","Robust Resilience Portfolio",34,2,0.1917
"S2","High Disruption","T2","Robust Resilience Portfolio",35,2,0.1963
"S2","High Disruption","T2","Robust Resilience Portfolio",36,2,0.2009
"S2","High Disruption","T2","Robust Resilience Portfolio",37,2,0.2055
"S2","High Disruption","T2","Robust Resilience Portfolio",38,2,0.2101
"S2","High Disruption","T2","Robust Resilience Portfolio",39,2,0.2146
"S2","High Disruption","T2","Robust Resilience Portfolio",40,2,0.2192
"S2","High Disruption","T3","Adaptive Governance",1,1.03,0.06
"S2","High Disruption","T3","Adaptive Governance",2,1.1053,0.0651
"S2","High Disruption","T3","Adaptive Governance",3,1.1857,0.0703
"S2","High Disruption","T3","Adaptive Governance",4,1.2713,0.0754
"S2","High Disruption","T3","Adaptive Governance",5,1.362,0.0806
"S2","High Disruption","T3","Adaptive Governance",6,1.4579,0.0857
"S2","High Disruption","T3","Adaptive Governance",7,1.5589,0.0908
"S2","High Disruption","T3","Adaptive Governance",8,1.5717,0.096
"S2","High Disruption","T3","Adaptive Governance",9,1.6829,0.1011
"S2","High Disruption","T3","Adaptive Governance",10,1.7993,0.1063
"S2","High Disruption","T3","Adaptive Governance",11,1.9209,0.1114
"S2","High Disruption","T3","Adaptive Governance",12,2,0.1165
"S2","High Disruption","T3","Adaptive Governance",13,2,0.1217
"S2","High Disruption","T3","Adaptive Governance",14,2,0.1268
"S2","High Disruption","T3","Adaptive Governance",15,2,0.132
"S2","High Disruption","T3","Adaptive Governance",16,2,0.1371
"S2","High Disruption","T3","Adaptive Governance",17,2,0.1422
"S2","High Disruption","T3","Adaptive Governance",18,2,0.1474
"S2","High Disruption","T3","Adaptive Governance",19,2,0.1525
"S2","High Disruption","T3","Adaptive Governance",20,2,0.1577
"S2","High Disruption","T3","Adaptive Governance",21,2,0.1628
"S2","High Disruption","T3","Adaptive Governance",22,2,0.1679
"S2","High Disruption","T3","Adaptive Governance",23,2,0.1731
"S2","High Disruption","T3","Adaptive Governance",24,2,0.1782
"S2","High Disruption","T3","Adaptive Governance",25,2,0.1834
"S2","High Disruption","T3","Adaptive Governance",26,2,0.1885
"S2","High Disruption","T3","Adaptive Governance",27,2,0.1936
"S2","High Disruption","T3","Adaptive Governance",28,2,0.1988
"S2","High Disruption","T3","Adaptive Governance",29,2,0.2039
"S2","High Disruption","T3","Adaptive Governance",30,2,0.2091
"S2","High Disruption","T3","Adaptive Governance",31,2,0.2142
"S2","High Disruption","T3","Adaptive Governance",32,2,0.2193
"S2","High Disruption","T3","Adaptive Governance",33,2,0.2245
"S2","High Disruption","T3","Adaptive Governance",34,2,0.2296
"S2","High Disruption","T3","Adaptive Governance",35,2,0.2348
"S2","High Disruption","T3","Adaptive Governance",36,2,0.2399
"S2","High Disruption","T3","Adaptive Governance",37,2,0.245
"S2","High Disruption","T3","Adaptive Governance",38,2,0.2502
"S2","High Disruption","T3","Adaptive Governance",39,2,0.2553
"S2","High Disruption","T3","Adaptive Governance",40,2,0.2605
"S2","High Disruption","T4","Justice-Centered Transformation",1,1.02,0.07
"S2","High Disruption","T4","Justice-Centered Transformation",2,1.1145,0.0754
"S2","High Disruption","T4","Justice-Centered Transformation",3,1.2145,0.0808
"S2","High Disruption","T4","Justice-Centered Transformation",4,1.3198,0.0862
"S2","High Disruption","T4","Justice-Centered Transformation",5,1.4306,0.0916
"S2","High Disruption","T4","Justice-Centered Transformation",6,1.5468,0.0971
"S2","High Disruption","T4","Justice-Centered Transformation",7,1.6684,0.1025
"S2","High Disruption","T4","Justice-Centered Transformation",8,1.7054,0.1079
"S2","High Disruption","T4","Justice-Centered Transformation",9,1.8378,0.1133
"S2","High Disruption","T4","Justice-Centered Transformation",10,1.9756,0.1187
"S2","High Disruption","T4","Justice-Centered Transformation",11,2,0.1241
"S2","High Disruption","T4","Justice-Centered Transformation",12,2,0.1295
"S2","High Disruption","T4","Justice-Centered Transformation",13,2,0.1349
"S2","High Disruption","T4","Justice-Centered Transformation",14,2,0.1404
"S2","High Disruption","T4","Justice-Centered Transformation",15,2,0.1458
"S2","High Disruption","T4","Justice-Centered Transformation",16,2,0.1512
"S2","High Disruption","T4","Justice-Centered Transformation",17,2,0.1566
"S2","High Disruption","T4","Justice-Centered Transformation",18,2,0.162
"S2","High Disruption","T4","Justice-Centered Transformation",19,2,0.1674
"S2","High Disruption","T4","Justice-Centered Transformation",20,2,0.1728
"S2","High Disruption","T4","Justice-Centered Transformation",21,2,0.1782
"S2","High Disruption","T4","Justice-Centered Transformation",22,2,0.1837
"S2","High Disruption","T4","Justice-Centered Transformation",23,2,0.1891
"S2","High Disruption","T4","Justice-Centered Transformation",24,2,0.1945
"S2","High Disruption","T4","Justice-Centered Transformation",25,2,0.1999
"S2","High Disruption","T4","Justice-Centered Transformation",26,2,0.2053
"S2","High Disruption","T4","Justice-Centered Transformation",27,2,0.2107
"S2","High Disruption","T4","Justice-Centered Transformation",28,2,0.2161
"S2","High Disruption","T4","Justice-Centered Transformation",29,2,0.2215
"S2","High Disruption","T4","Justice-Centered Transformation",30,2,0.2269
"S2","High Disruption","T4","Justice-Centered Transformation",31,2,0.2324
"S2","High Disruption","T4","Justice-Centered Transformation",32,2,0.2378
"S2","High Disruption","T4","Justice-Centered Transformation",33,2,0.2432
"S2","High Disruption","T4","Justice-Centered Transformation",34,2,0.2486
"S2","High Disruption","T4","Justice-Centered Transformation",35,2,0.254
"S2","High Disruption","T4","Justice-Centered Transformation",36,2,0.2594
"S2","High Disruption","T4","Justice-Centered Transformation",37,2,0.2648
"S2","High Disruption","T4","Justice-Centered Transformation",38,2,0.2702
"S2","High Disruption","T4","Justice-Centered Transformation",39,2,0.2757
"S2","High Disruption","T4","Justice-Centered Transformation",40,2,0.2811
"S2","High Disruption","T5","Low-Cost Continuity",1,1.03,0.015
"S2","High Disruption","T5","Low-Cost Continuity",2,1.0131,0.0173
"S2","High Disruption","T5","Low-Cost Continuity",3,0.9985,0.0196
"S2","High Disruption","T5","Low-Cost Continuity",4,0.9861,0.0218
"S2","High Disruption","T5","Low-Cost Continuity",5,0.9754,0.0242
"S2","High Disruption","T5","Low-Cost Continuity",6,0.9663,0.0266
"S2","High Disruption","T5","Low-Cost Continuity",7,0.9592,0.029
"S2","High Disruption","T5","Low-Cost Continuity",8,0.8608,0.0315
"S2","High Disruption","T5","Low-Cost Continuity",9,0.8528,0.0345
"S2","High Disruption","T5","Low-Cost Continuity",10,0.8473,0.0375
"S2","High Disruption","T5","Low-Cost Continuity",11,0.8445,0.0405
"S2","High Disruption","T5","Low-Cost Continuity",12,0.8447,0.0436
"S2","High Disruption","T5","Low-Cost Continuity",13,0.8479,0.0467
"S2","High Disruption","T5","Low-Cost Continuity",14,0.8543,0.0497
"S2","High Disruption","T5","Low-Cost Continuity",15,0.8641,0.0527
"S2","High Disruption","T5","Low-Cost Continuity",16,0.7841,0.0557
"S2","High Disruption","T5","Low-Cost Continuity",17,0.796,0.059
"S2","High Disruption","T5","Low-Cost Continuity",18,0.812,0.0623
"S2","High Disruption","T5","Low-Cost Continuity",19,0.8321,0.0655
"S2","High Disruption","T5","Low-Cost Continuity",20,0.8565,0.0687
"S2","High Disruption","T5","Low-Cost Continuity",21,0.8854,0.0716
"S2","High Disruption","T5","Low-Cost Continuity",22,0.9189,0.0745
"S2","High Disruption","T5","Low-Cost Continuity",23,0.957,0.0772
"S2","High Disruption","T5","Low-Cost Continuity",24,0.9067,0.0797
"S2","High Disruption","T5","Low-Cost Continuity",25,0.9493,0.0824
"S2","High Disruption","T5","Low-Cost Continuity",26,0.9971,0.085
"S2","High Disruption","T5","Low-Cost Continuity",27,1.05,0.0872
"S2","High Disruption","T5","Low-Cost Continuity",28,1.1054,0.0895
"S2","High Disruption","T5","Low-Cost Continuity",29,1.163,0.0918
"S2","High Disruption","T5","Low-Cost Continuity",30,1.223,0.0941
"S2","High Disruption","T5","Low-Cost Continuity",31,1.2852,0.0964
"S2","High Disruption","T5","Low-Cost Continuity",32,1.2563,0.0986
