pathway_id,profile_id,scenario_id,pathway_name,time_step,urban_viability,system_load,adaptive_capacity
PW5,UF5,US2,Financialized Growth City Pathway,39,0.0,0.931,1.6
PW5,UF5,US2,Financialized Growth City Pathway,40,0.0,0.946,1.6
PW6,UF6,US1,Adaptive Public City Pathway,1,1.0,0.3064,0.7476
PW6,UF6,US1,Adaptive Public City Pathway,2,0.9912,0.2827,0.8221
PW6,UF6,US1,Adaptive Public City Pathway,3,0.9867,0.259,0.8966
PW6,UF6,US1,Adaptive Public City Pathway,4,0.9867,0.2353,0.9711
PW6,UF6,US1,Adaptive Public City Pathway,5,0.9911,0.2116,1.0456
PW6,UF6,US1,Adaptive Public City Pathway,6,0.9999,0.1879,1.1201
PW6,UF6,US1,Adaptive Public City Pathway,7,1.0131,0.1642,1.1946
PW6,UF6,US1,Adaptive Public City Pathway,8,0.9202,0.146,1.2658
PW6,UF6,US1,Adaptive Public City Pathway,9,0.9417,0.1223,1.3403
PW6,UF6,US1,Adaptive Public City Pathway,10,0.9677,0.0986,1.4148
PW6,UF6,US1,Adaptive Public City Pathway,11,0.998,0.0749,1.4893
PW6,UF6,US1,Adaptive Public City Pathway,12,1.0327,0.0512,1.5638
PW6,UF6,US1,Adaptive Public City Pathway,13,1.0703,0.0275,1.6
PW6,UF6,US1,Adaptive Public City Pathway,14,1.1093,0.0038,1.6
PW6,UF6,US1,Adaptive Public City Pathway,15,1.1486,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,16,1.0778,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,17,1.1171,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,18,1.1563,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,19,1.1956,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,20,1.2349,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,21,1.2741,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,22,1.3134,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,23,1.3526,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,24,1.2819,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,25,1.3211,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,26,1.3604,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,27,1.3996,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,28,1.4389,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,29,1.4781,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,30,1.5174,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,31,1.5566,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,32,1.4859,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,33,1.5251,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,34,1.5644,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,35,1.6036,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,36,1.6429,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,37,1.6821,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,38,1.7214,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,39,1.7606,0.0,1.6
PW6,UF6,US1,Adaptive Public City Pathway,40,1.6899,0.0,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,1,1.0,0.5752,0.4348
PW7,UF7,US5,Informal Adaptive City Pathway,2,0.9299,0.5911,0.4745
PW7,UF7,US5,Informal Adaptive City Pathway,3,0.8604,0.607,0.5142
PW7,UF7,US5,Informal Adaptive City Pathway,4,0.7916,0.6229,0.5539
PW7,UF7,US5,Informal Adaptive City Pathway,5,0.7234,0.6388,0.5936
PW7,UF7,US5,Informal Adaptive City Pathway,6,0.6558,0.6547,0.6333
PW7,UF7,US5,Informal Adaptive City Pathway,7,0.5889,0.6706,0.673
PW7,UF7,US5,Informal Adaptive City Pathway,8,0.4121,0.692,0.7094
PW7,UF7,US5,Informal Adaptive City Pathway,9,0.346,0.7079,0.7491
PW7,UF7,US5,Informal Adaptive City Pathway,10,0.2805,0.7238,0.7888
PW7,UF7,US5,Informal Adaptive City Pathway,11,0.2156,0.7397,0.8285
PW7,UF7,US5,Informal Adaptive City Pathway,12,0.1514,0.7556,0.8682
PW7,UF7,US5,Informal Adaptive City Pathway,13,0.0878,0.7715,0.9079
PW7,UF7,US5,Informal Adaptive City Pathway,14,0.0248,0.7874,0.9476
PW7,UF7,US5,Informal Adaptive City Pathway,15,0.0,0.8033,0.9873
PW7,UF7,US5,Informal Adaptive City Pathway,16,0.0,0.8247,1.0237
PW7,UF7,US5,Informal Adaptive City Pathway,17,0.0,0.8406,1.0634
PW7,UF7,US5,Informal Adaptive City Pathway,18,0.0,0.8565,1.1031
PW7,UF7,US5,Informal Adaptive City Pathway,19,0.0,0.8724,1.1428
PW7,UF7,US5,Informal Adaptive City Pathway,20,0.0,0.8883,1.1825
PW7,UF7,US5,Informal Adaptive City Pathway,21,0.0,0.9042,1.2222
PW7,UF7,US5,Informal Adaptive City Pathway,22,0.0,0.9201,1.2619
PW7,UF7,US5,Informal Adaptive City Pathway,23,0.0,0.936,1.3016
PW7,UF7,US5,Informal Adaptive City Pathway,24,0.0,0.9574,1.338
PW7,UF7,US5,Informal Adaptive City Pathway,25,0.0,0.9733,1.3777
PW7,UF7,US5,Informal Adaptive City Pathway,26,0.0,0.9892,1.4174
PW7,UF7,US5,Informal Adaptive City Pathway,27,0.0,1.0051,1.4571
PW7,UF7,US5,Informal Adaptive City Pathway,28,0.0,1.021,1.4968
PW7,UF7,US5,Informal Adaptive City Pathway,29,0.0,1.0369,1.5365
PW7,UF7,US5,Informal Adaptive City Pathway,30,0.0,1.0528,1.5762
PW7,UF7,US5,Informal Adaptive City Pathway,31,0.0,1.0687,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,32,0.0,1.0901,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,33,0.0,1.106,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,34,0.0,1.1219,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,35,0.0,1.1378,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,36,0.0,1.1537,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,37,0.0,1.1696,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,38,0.0,1.1855,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,39,0.0,1.2014,1.6
PW7,UF7,US5,Informal Adaptive City Pathway,40,0.0,1.2228,1.6
PW8,UF8,US7,Governance Breakdown City Pathway,1,1.0,0.6688,0.3388
PW8,UF8,US7,Governance Breakdown City Pathway,2,0.9101,0.6967,0.3697
PW8,UF8,US7,Governance Breakdown City Pathway,3,0.8198,0.7246,0.4006
PW8,UF8,US7,Governance Breakdown City Pathway,4,0.729,0.7525,0.4315
PW8,UF8,US7,Governance Breakdown City Pathway,5,0.6378,0.7804,0.4624
PW8,UF8,US7,Governance Breakdown City Pathway,6,0.5462,0.8083,0.4933
PW8,UF8,US7,Governance Breakdown City Pathway,7,0.4541,0.8362,0.5242
PW8,UF8,US7,Governance Breakdown City Pathway,8,0.2511,0.8696,0.5518
PW8,UF8,US7,Governance Breakdown City Pathway,9,0.1577,0.8975,0.5827
PW8,UF8,US7,Governance Breakdown City Pathway,10,0.0638,0.9254,0.6136
PW8,UF8,US7,Governance Breakdown City Pathway,11,0.0,0.9533,0.6445
PW8,UF8,US7,Governance Breakdown City Pathway,12,0.0,0.9812,0.6754
PW8,UF8,US7,Governance Breakdown City Pathway,13,0.0,1.0091,0.7063
PW8,UF8,US7,Governance Breakdown City Pathway,14,0.0,1.037,0.7372
PW8,UF8,US7,Governance Breakdown City Pathway,15,0.0,1.0649,0.7681
PW8,UF8,US7,Governance Breakdown City Pathway,16,0.0,1.0983,0.7957
PW8,UF8,US7,Governance Breakdown City Pathway,17,0.0,1.1262,0.8266
PW8,UF8,US7,Governance Breakdown City Pathway,18,0.0,1.1541,0.8575
PW8,UF8,US7,Governance Breakdown City Pathway,19,0.0,1.182,0.8884
PW8,UF8,US7,Governance Breakdown City Pathway,20,0.0,1.2099,0.9193
PW8,UF8,US7,Governance Breakdown City Pathway,21,0.0,1.2378,0.9502
PW8,UF8,US7,Governance Breakdown City Pathway,22,0.0,1.2657,0.9811
PW8,UF8,US7,Governance Breakdown City Pathway,23,0.0,1.2936,1.012
PW8,UF8,US7,Governance Breakdown City Pathway,24,0.0,1.327,1.0396
PW8,UF8,US7,Governance Breakdown City Pathway,25,0.0,1.3549,1.0705
PW8,UF8,US7,Governance Breakdown City Pathway,26,0.0,1.3828,1.1014
PW8,UF8,US7,Governance Breakdown City Pathway,27,0.0,1.4107,1.1323
PW8,UF8,US7,Governance Breakdown City Pathway,28,0.0,1.4386,1.1632
PW8,UF8,US7,Governance Breakdown City Pathway,29,0.0,1.4665,1.1941
PW8,UF8,US7,Governance Breakdown City Pathway,30,0.0,1.4944,1.225
PW8,UF8,US7,Governance Breakdown City Pathway,31,0.0,1.5,1.2559
PW8,UF8,US7,Governance Breakdown City Pathway,32,0.0,1.5,1.2835
PW8,UF8,US7,Governance Breakdown City Pathway,33,0.0,1.5,1.3144
PW8,UF8,US7,Governance Breakdown City Pathway,34,0.0,1.5,1.3453
PW8,UF8,US7,Governance Breakdown City Pathway,35,0.0,1.5,1.3762
PW8,UF8,US7,Governance Breakdown City Pathway,36,0.0,1.5,1.4071
PW8,UF8,US7,Governance Breakdown City Pathway,37,0.0,1.5,1.438
PW8,UF8,US7,Governance Breakdown City Pathway,38,0.0,1.5,1.4689
PW8,UF8,US7,Governance Breakdown City Pathway,39,0.0,1.5,1.4998
PW8,UF8,US7,Governance Breakdown City Pathway,40,0.0,1.5,1.5274
