pathway_id,profile_id,scenario_id,pathway_name,time_step,preparedness,system_stress,adaptive_capacity
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,31,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,32,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,33,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,34,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,35,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,36,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,37,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,38,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,39,1.6,0.0178,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,40,1.6,0.0306,1.6
AP5,RA5,RS5,Financial Contagion Pathway,1,0.48,0.6896,0.5696
AP5,RA5,RS5,Financial Contagion Pathway,2,0.5073,0.6056,0.6382
AP5,RA5,RS5,Financial Contagion Pathway,3,0.5417,0.5216,0.7085
AP5,RA5,RS5,Financial Contagion Pathway,4,0.5831,0.4376,0.7804
AP5,RA5,RS5,Financial Contagion Pathway,5,0.6317,0.3536,0.854
AP5,RA5,RS5,Financial Contagion Pathway,6,0.6875,0.2696,0.9293
AP5,RA5,RS5,Financial Contagion Pathway,7,0.7506,0.1856,1.0063
AP5,RA5,RS5,Financial Contagion Pathway,8,0.8172,0.1082,1.0816
AP5,RA5,RS5,Financial Contagion Pathway,9,0.8946,0.0242,1.1618
AP5,RA5,RS5,Financial Contagion Pathway,10,0.9731,0.0302,1.2419
AP5,RA5,RS5,Financial Contagion Pathway,11,1.0581,0.0,1.3226
AP5,RA5,RS5,Financial Contagion Pathway,12,1.1463,0.0,1.4033
AP5,RA5,RS5,Financial Contagion Pathway,13,1.2351,0.0144,1.4837
AP5,RA5,RS5,Financial Contagion Pathway,14,1.3297,0.0,1.5644
AP5,RA5,RS5,Financial Contagion Pathway,15,1.4258,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,16,1.5186,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,17,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,18,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,19,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,20,1.6,0.006,1.6
AP5,RA5,RS5,Financial Contagion Pathway,21,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,22,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,23,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,24,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,25,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,26,1.6,0.0144,1.6
AP5,RA5,RS5,Financial Contagion Pathway,27,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,28,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,29,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,30,1.6,0.006,1.6
AP5,RA5,RS5,Financial Contagion Pathway,31,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,32,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,33,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,34,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,35,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,36,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,37,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,38,1.6,0.0,1.6
AP5,RA5,RS5,Financial Contagion Pathway,39,1.6,0.0144,1.6
AP5,RA5,RS5,Financial Contagion Pathway,40,1.6,0.027,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,1,0.34,0.7596,0.3508
AP6,RA6,RS6,Institutional Breakdown Pathway,2,0.3398,0.722,0.3841
AP6,RA6,RS6,Institutional Breakdown Pathway,3,0.3428,0.6844,0.4181
AP6,RA6,RS6,Institutional Breakdown Pathway,4,0.349,0.6468,0.4528
AP6,RA6,RS6,Institutional Breakdown Pathway,5,0.3586,0.6092,0.4884
AP6,RA6,RS6,Institutional Breakdown Pathway,6,0.3715,0.5716,0.5246
AP6,RA6,RS6,Institutional Breakdown Pathway,7,0.3878,0.534,0.5616
AP6,RA6,RS6,Institutional Breakdown Pathway,8,0.4037,0.503,0.596
AP6,RA6,RS6,Institutional Breakdown Pathway,9,0.4263,0.4654,0.6344
AP6,RA6,RS6,Institutional Breakdown Pathway,10,0.4468,0.5058,0.672
AP6,RA6,RS6,Institutional Breakdown Pathway,11,0.4723,0.4682,0.7103
AP6,RA6,RS6,Institutional Breakdown Pathway,12,0.5013,0.4306,0.7494
AP6,RA6,RS6,Institutional Breakdown Pathway,13,0.5269,0.489,0.7873
AP6,RA6,RS6,Institutional Breakdown Pathway,14,0.5578,0.4514,0.826
AP6,RA6,RS6,Institutional Breakdown Pathway,15,0.5923,0.4138,0.8654
AP6,RA6,RS6,Institutional Breakdown Pathway,16,0.6264,0.3828,0.9021
AP6,RA6,RS6,Institutional Breakdown Pathway,17,0.6674,0.3452,0.9429
AP6,RA6,RS6,Institutional Breakdown Pathway,18,0.7119,0.3076,0.9845
AP6,RA6,RS6,Institutional Breakdown Pathway,19,0.7599,0.27,1.0268
AP6,RA6,RS6,Institutional Breakdown Pathway,20,0.8061,0.3104,1.0683
AP6,RA6,RS6,Institutional Breakdown Pathway,21,0.8574,0.2728,1.1105
AP6,RA6,RS6,Institutional Breakdown Pathway,22,0.9123,0.2352,1.1535
AP6,RA6,RS6,Institutional Breakdown Pathway,23,0.9708,0.1976,1.1973
AP6,RA6,RS6,Institutional Breakdown Pathway,24,1.0292,0.1666,1.2383
AP6,RA6,RS6,Institutional Breakdown Pathway,25,1.0946,0.129,1.2835
AP6,RA6,RS6,Institutional Breakdown Pathway,26,1.1569,0.1874,1.3274
AP6,RA6,RS6,Institutional Breakdown Pathway,27,1.2248,0.1498,1.3721
AP6,RA6,RS6,Institutional Breakdown Pathway,28,1.2964,0.1122,1.4176
AP6,RA6,RS6,Institutional Breakdown Pathway,29,1.3717,0.0746,1.4638
AP6,RA6,RS6,Institutional Breakdown Pathway,30,1.4452,0.115,1.5092
AP6,RA6,RS6,Institutional Breakdown Pathway,31,1.5241,0.0774,1.5553
AP6,RA6,RS6,Institutional Breakdown Pathway,32,1.6,0.0464,1.5988
AP6,RA6,RS6,Institutional Breakdown Pathway,33,1.6,0.0088,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,34,1.6,0.0,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,35,1.6,0.0,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,36,1.6,0.0,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,37,1.6,0.0,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,38,1.6,0.0,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,39,1.6,0.0584,1.6
AP6,RA6,RS6,Institutional Breakdown Pathway,40,1.6,0.1054,1.6
AP7,RA7,RS7,Systemic Cascade Pathway,1,0.3,0.86,0.3122
AP7,RA7,RS7,Systemic Cascade Pathway,2,0.2898,0.8308,0.3379
AP7,RA7,RS7,Systemic Cascade Pathway,3,0.2821,0.8016,0.3642
AP7,RA7,RS7,Systemic Cascade Pathway,4,0.2769,0.7724,0.391
AP7,RA7,RS7,Systemic Cascade Pathway,5,0.2743,0.7432,0.4184
AP7,RA7,RS7,Systemic Cascade Pathway,6,0.2742,0.714,0.4465
AP7,RA7,RS7,Systemic Cascade Pathway,7,0.2768,0.6848,0.4751
AP7,RA7,RS7,Systemic Cascade Pathway,8,0.2782,0.6622,0.5008
AP7,RA7,RS7,Systemic Cascade Pathway,9,0.2856,0.633,0.5305
AP7,RA7,RS7,Systemic Cascade Pathway,10,0.2888,0.6998,0.5588
AP7,RA7,RS7,Systemic Cascade Pathway,11,0.2966,0.6706,0.5877
AP7,RA7,RS7,Systemic Cascade Pathway,12,0.307,0.6414,0.6171
AP7,RA7,RS7,Systemic Cascade Pathway,13,0.3121,0.725,0.6449
AP7,RA7,RS7,Systemic Cascade Pathway,14,0.322,0.6958,0.6733
AP7,RA7,RS7,Systemic Cascade Pathway,15,0.3346,0.6666,0.7023
AP7,RA7,RS7,Systemic Cascade Pathway,16,0.346,0.644,0.7284
AP7,RA7,RS7,Systemic Cascade Pathway,17,0.3634,0.6148,0.7584
AP7,RA7,RS7,Systemic Cascade Pathway,18,0.3835,0.5856,0.789
AP7,RA7,RS7,Systemic Cascade Pathway,19,0.4063,0.5564,0.8202
AP7,RA7,RS7,Systemic Cascade Pathway,20,0.425,0.6232,0.85
AP7,RA7,RS7,Systemic Cascade Pathway,21,0.4483,0.594,0.8804
AP7,RA7,RS7,Systemic Cascade Pathway,22,0.4743,0.5648,0.9114
AP7,RA7,RS7,Systemic Cascade Pathway,23,0.5031,0.5356,0.943
AP7,RA7,RS7,Systemic Cascade Pathway,24,0.5308,0.513,0.9717
AP7,RA7,RS7,Systemic Cascade Pathway,25,0.5646,0.4838,1.0044
AP7,RA7,RS7,Systemic Cascade Pathway,26,0.5932,0.5674,1.0353
AP7,RA7,RS7,Systemic Cascade Pathway,27,0.6267,0.5382,1.0669
AP7,RA7,RS7,Systemic Cascade Pathway,28,0.6631,0.509,1.099
AP7,RA7,RS7,Systemic Cascade Pathway,29,0.7021,0.4798,1.1317
AP7,RA7,RS7,Systemic Cascade Pathway,30,0.7372,0.5466,1.1631
AP7,RA7,RS7,Systemic Cascade Pathway,31,0.7769,0.5174,1.195
AP7,RA7,RS7,Systemic Cascade Pathway,32,0.8157,0.4948,1.2241
AP7,RA7,RS7,Systemic Cascade Pathway,33,0.8605,0.4656,1.2571
AP7,RA7,RS7,Systemic Cascade Pathway,34,0.9081,0.4364,1.2907
AP7,RA7,RS7,Systemic Cascade Pathway,35,0.9585,0.4072,1.3248
AP7,RA7,RS7,Systemic Cascade Pathway,36,1.0118,0.378,1.3596
AP7,RA7,RS7,Systemic Cascade Pathway,37,1.0679,0.3488,1.3949
AP7,RA7,RS7,Systemic Cascade Pathway,38,1.127,0.3196,1.4308
AP7,RA7,RS7,Systemic Cascade Pathway,39,1.181,0.4032,1.465
AP7,RA7,RS7,Systemic Cascade Pathway,40,1.2295,0.4766,1.4945
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,1,0.76,0.3728,0.8432
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,2,0.8411,0.2362,0.9562
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,3,0.9337,0.0996,1.0719
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,4,1.036,0.0,1.1896
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,5,1.143,0.0,1.3073
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,6,1.2547,0.0,1.425
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,7,1.3711,0.0,1.5427
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,8,1.4865,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,9,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,10,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,11,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,12,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,13,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,14,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,15,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,16,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,17,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,18,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,19,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,20,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,21,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,22,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,23,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,24,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,25,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,26,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,27,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,28,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,29,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,30,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,31,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,32,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,33,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,34,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,35,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,36,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,37,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,38,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,39,1.6,0.0,1.6
AP8,RA8,RS8,Adaptive Public Risk Governance Pathway,40,1.6,0.0,1.6
