simulation_id,pathway_id,scenario_id,simulation_name,time_step,pathway_viability,boundary_pressure,adaptive_capacity
SIM2,PB2,BS2,Green Growth Acceleration Pathway,38,1.8,0.0,1.6
SIM2,PB2,BS2,Green Growth Acceleration Pathway,39,1.8,0.0,1.6
SIM2,PB2,BS2,Green Growth Acceleration Pathway,40,1.7634,0.0,1.6
SIM3,PB3,BS3,Technological Overshoot Pathway,1,1.0,0.64,0.4352
SIM3,PB3,BS3,Technological Overshoot Pathway,2,0.953,0.631,0.4678
SIM3,PB3,BS3,Technological Overshoot Pathway,3,0.9083,0.622,0.5005
SIM3,PB3,BS3,Technological Overshoot Pathway,4,0.8659,0.613,0.5335
SIM3,PB3,BS3,Technological Overshoot Pathway,5,0.8257,0.604,0.5666
SIM3,PB3,BS3,Technological Overshoot Pathway,6,0.7879,0.595,0.5999
SIM3,PB3,BS3,Technological Overshoot Pathway,7,0.7523,0.586,0.6334
SIM3,PB3,BS3,Technological Overshoot Pathway,8,0.6186,0.581,0.664
SIM3,PB3,BS3,Technological Overshoot Pathway,9,0.5873,0.572,0.6977
SIM3,PB3,BS3,Technological Overshoot Pathway,10,0.5583,0.563,0.7317
SIM3,PB3,BS3,Technological Overshoot Pathway,11,0.4763,0.5551,0.7658
SIM3,PB3,BS3,Technological Overshoot Pathway,12,0.4519,0.5461,0.8
SIM3,PB3,BS3,Technological Overshoot Pathway,13,0.4298,0.5371,0.8345
SIM3,PB3,BS3,Technological Overshoot Pathway,14,0.4101,0.5281,0.8691
SIM3,PB3,BS3,Technological Overshoot Pathway,15,0.3927,0.5191,0.9039
SIM3,PB3,BS3,Technological Overshoot Pathway,16,0.2773,0.5141,0.9359
SIM3,PB3,BS3,Technological Overshoot Pathway,17,0.2643,0.5051,0.971
SIM3,PB3,BS3,Technological Overshoot Pathway,18,0.2537,0.4961,1.0062
SIM3,PB3,BS3,Technological Overshoot Pathway,19,0.2455,0.4871,1.0417
SIM3,PB3,BS3,Technological Overshoot Pathway,20,0.2397,0.4781,1.0773
SIM3,PB3,BS3,Technological Overshoot Pathway,21,0.2363,0.4691,1.1132
SIM3,PB3,BS3,Technological Overshoot Pathway,22,0.1801,0.4612,1.1491
SIM3,PB3,BS3,Technological Overshoot Pathway,23,0.1815,0.4522,1.1853
SIM3,PB3,BS3,Technological Overshoot Pathway,24,0.0849,0.4472,1.2185
SIM3,PB3,BS3,Technological Overshoot Pathway,25,0.0908,0.4382,1.255
SIM3,PB3,BS3,Technological Overshoot Pathway,26,0.0991,0.4292,1.2916
SIM3,PB3,BS3,Technological Overshoot Pathway,27,0.11,0.4202,1.3284
SIM3,PB3,BS3,Technological Overshoot Pathway,28,0.1232,0.4112,1.3654
SIM3,PB3,BS3,Technological Overshoot Pathway,29,0.139,0.4022,1.4025
SIM3,PB3,BS3,Technological Overshoot Pathway,30,0.1573,0.3932,1.4399
SIM3,PB3,BS3,Technological Overshoot Pathway,31,0.1781,0.3842,1.4774
SIM3,PB3,BS3,Technological Overshoot Pathway,32,0.1009,0.3792,1.512
SIM3,PB3,BS3,Technological Overshoot Pathway,33,0.071,0.3713,1.5498
SIM3,PB3,BS3,Technological Overshoot Pathway,34,0.0988,0.3623,1.5877
SIM3,PB3,BS3,Technological Overshoot Pathway,35,0.1279,0.3533,1.6
SIM3,PB3,BS3,Technological Overshoot Pathway,36,0.1576,0.3443,1.6
SIM3,PB3,BS3,Technological Overshoot Pathway,37,0.1879,0.3353,1.6
SIM3,PB3,BS3,Technological Overshoot Pathway,38,0.2189,0.3263,1.6
SIM3,PB3,BS3,Technological Overshoot Pathway,39,0.2505,0.3173,1.6
SIM3,PB3,BS3,Technological Overshoot Pathway,40,0.1824,0.3123,1.6
SIM4,PB4,BS4,Fragmented Adaptation Pathway,1,1.0,0.7,0.3616
SIM4,PB4,BS4,Fragmented Adaptation Pathway,2,0.9365,0.6908,0.3814
SIM4,PB4,BS4,Fragmented Adaptation Pathway,3,0.8747,0.6816,0.4014
SIM4,PB4,BS4,Fragmented Adaptation Pathway,4,0.8145,0.6724,0.4215
SIM4,PB4,BS4,Fragmented Adaptation Pathway,5,0.7559,0.6632,0.4418
SIM4,PB4,BS4,Fragmented Adaptation Pathway,6,0.6991,0.654,0.4624
SIM4,PB4,BS4,Fragmented Adaptation Pathway,7,0.6439,0.6448,0.4831
SIM4,PB4,BS4,Fragmented Adaptation Pathway,8,0.49,0.6396,0.5009
SIM4,PB4,BS4,Fragmented Adaptation Pathway,9,0.4377,0.6304,0.5219
SIM4,PB4,BS4,Fragmented Adaptation Pathway,10,0.3872,0.6212,0.543
SIM4,PB4,BS4,Fragmented Adaptation Pathway,11,0.3023,0.6127,0.5644
SIM4,PB4,BS4,Fragmented Adaptation Pathway,12,0.2552,0.6035,0.5859
SIM4,PB4,BS4,Fragmented Adaptation Pathway,13,0.2098,0.5943,0.6076
SIM4,PB4,BS4,Fragmented Adaptation Pathway,14,0.1661,0.5851,0.6295
SIM4,PB4,BS4,Fragmented Adaptation Pathway,15,0.1241,0.5759,0.6516
SIM4,PB4,BS4,Fragmented Adaptation Pathway,16,0.0,0.5707,0.6708
SIM4,PB4,BS4,Fragmented Adaptation Pathway,17,0.0,0.5615,0.6932
SIM4,PB4,BS4,Fragmented Adaptation Pathway,18,0.0,0.5523,0.7157
SIM4,PB4,BS4,Fragmented Adaptation Pathway,19,0.0,0.5431,0.7385
SIM4,PB4,BS4,Fragmented Adaptation Pathway,20,0.0,0.5339,0.7614
SIM4,PB4,BS4,Fragmented Adaptation Pathway,21,0.0,0.5247,0.7845
SIM4,PB4,BS4,Fragmented Adaptation Pathway,22,0.0,0.5162,0.8078
SIM4,PB4,BS4,Fragmented Adaptation Pathway,23,0.0,0.507,0.8312
SIM4,PB4,BS4,Fragmented Adaptation Pathway,24,0.0,0.5018,0.8518
SIM4,PB4,BS4,Fragmented Adaptation Pathway,25,0.0,0.4926,0.8755
SIM4,PB4,BS4,Fragmented Adaptation Pathway,26,0.0,0.4834,0.8995
SIM4,PB4,BS4,Fragmented Adaptation Pathway,27,0.0,0.4742,0.9236
SIM4,PB4,BS4,Fragmented Adaptation Pathway,28,0.0,0.465,0.9479
SIM4,PB4,BS4,Fragmented Adaptation Pathway,29,0.0,0.4558,0.9724
SIM4,PB4,BS4,Fragmented Adaptation Pathway,30,0.0,0.4466,0.997
SIM4,PB4,BS4,Fragmented Adaptation Pathway,31,0.0,0.4374,1.0219
SIM4,PB4,BS4,Fragmented Adaptation Pathway,32,0.0,0.4322,1.0438
SIM4,PB4,BS4,Fragmented Adaptation Pathway,33,0.0,0.4238,1.069
SIM4,PB4,BS4,Fragmented Adaptation Pathway,34,0.0,0.4146,1.0943
SIM4,PB4,BS4,Fragmented Adaptation Pathway,35,0.0,0.4054,1.1198
SIM4,PB4,BS4,Fragmented Adaptation Pathway,36,0.0,0.3962,1.1454
SIM4,PB4,BS4,Fragmented Adaptation Pathway,37,0.0,0.387,1.1713
SIM4,PB4,BS4,Fragmented Adaptation Pathway,38,0.0,0.3778,1.1973
SIM4,PB4,BS4,Fragmented Adaptation Pathway,39,0.0012,0.3686,1.2236
SIM4,PB4,BS4,Fragmented Adaptation Pathway,40,0.0,0.3634,1.2469
SIM5,PB5,BS5,Extractive Crisis Pathway,1,1.0,0.84,0.2748
SIM5,PB5,BS5,Extractive Crisis Pathway,2,0.9128,0.8382,0.2814
SIM5,PB5,BS5,Extractive Crisis Pathway,3,0.8261,0.8364,0.2881
SIM5,PB5,BS5,Extractive Crisis Pathway,4,0.7398,0.8346,0.2948
SIM5,PB5,BS5,Extractive Crisis Pathway,5,0.654,0.8328,0.3016
SIM5,PB5,BS5,Extractive Crisis Pathway,6,0.5686,0.831,0.3083
SIM5,PB5,BS5,Extractive Crisis Pathway,7,0.4837,0.8292,0.3152
SIM5,PB5,BS5,Extractive Crisis Pathway,8,0.2989,0.8314,0.3189
SIM5,PB5,BS5,Extractive Crisis Pathway,9,0.2145,0.8296,0.3257
SIM5,PB5,BS5,Extractive Crisis Pathway,10,0.1306,0.8278,0.3326
SIM5,PB5,BS5,Extractive Crisis Pathway,11,0.0147,0.8266,0.3394
SIM5,PB5,BS5,Extractive Crisis Pathway,12,0.0,0.8248,0.3464
SIM5,PB5,BS5,Extractive Crisis Pathway,13,0.0,0.823,0.3533
SIM5,PB5,BS5,Extractive Crisis Pathway,14,0.0,0.8212,0.3603
SIM5,PB5,BS5,Extractive Crisis Pathway,15,0.0,0.8194,0.3673
SIM5,PB5,BS5,Extractive Crisis Pathway,16,0.0,0.8216,0.3712
SIM5,PB5,BS5,Extractive Crisis Pathway,17,0.0,0.8198,0.3782
SIM5,PB5,BS5,Extractive Crisis Pathway,18,0.0,0.818,0.3853
SIM5,PB5,BS5,Extractive Crisis Pathway,19,0.0,0.8162,0.3924
SIM5,PB5,BS5,Extractive Crisis Pathway,20,0.0,0.8144,0.3995
SIM5,PB5,BS5,Extractive Crisis Pathway,21,0.0,0.8126,0.4066
SIM5,PB5,BS5,Extractive Crisis Pathway,22,0.0,0.8115,0.4138
SIM5,PB5,BS5,Extractive Crisis Pathway,23,0.0,0.8097,0.421
SIM5,PB5,BS5,Extractive Crisis Pathway,24,0.0,0.8119,0.4252
SIM5,PB5,BS5,Extractive Crisis Pathway,25,0.0,0.8101,0.4324
SIM5,PB5,BS5,Extractive Crisis Pathway,26,0.0,0.8083,0.4396
SIM5,PB5,BS5,Extractive Crisis Pathway,27,0.0,0.8065,0.4469
SIM5,PB5,BS5,Extractive Crisis Pathway,28,0.0,0.8047,0.4542
SIM5,PB5,BS5,Extractive Crisis Pathway,29,0.0,0.8029,0.4615
SIM5,PB5,BS5,Extractive Crisis Pathway,30,0.0,0.8011,0.4689
SIM5,PB5,BS5,Extractive Crisis Pathway,31,0.0,0.7993,0.4763
SIM5,PB5,BS5,Extractive Crisis Pathway,32,0.0,0.8015,0.4807
SIM5,PB5,BS5,Extractive Crisis Pathway,33,0.0,0.8003,0.4881
SIM5,PB5,BS5,Extractive Crisis Pathway,34,0.0,0.7985,0.4955
SIM5,PB5,BS5,Extractive Crisis Pathway,35,0.0,0.7967,0.503
SIM5,PB5,BS5,Extractive Crisis Pathway,36,0.0,0.7949,0.5105
SIM5,PB5,BS5,Extractive Crisis Pathway,37,0.0,0.7931,0.518
SIM5,PB5,BS5,Extractive Crisis Pathway,38,0.0,0.7913,0.5256
SIM5,PB5,BS5,Extractive Crisis Pathway,39,0.0,0.7895,0.5332
SIM5,PB5,BS5,Extractive Crisis Pathway,40,0.0,0.7917,0.5377
SIM6,PB6,BS6,Regenerative Regionalism Pathway,1,1.0,0.4,0.7188
SIM6,PB6,BS6,Regenerative Regionalism Pathway,2,1.0071,0.3504,0.7844
SIM6,PB6,BS6,Regenerative Regionalism Pathway,3,1.021,0.3008,0.851
SIM6,PB6,BS6,Regenerative Regionalism Pathway,4,1.0417,0.2512,0.9186
SIM6,PB6,BS6,Regenerative Regionalism Pathway,5,1.0694,0.2016,0.9871
SIM6,PB6,BS6,Regenerative Regionalism Pathway,6,1.104,0.152,1.0567
SIM6,PB6,BS6,Regenerative Regionalism Pathway,7,1.1456,0.1024,1.1272
SIM6,PB6,BS6,Regenerative Regionalism Pathway,8,1.0938,0.0568,1.1957
SIM6,PB6,BS6,Regenerative Regionalism Pathway,9,1.1491,0.0072,1.2682
SIM6,PB6,BS6,Regenerative Regionalism Pathway,10,1.2085,0.0,1.3408
SIM6,PB6,BS6,Regenerative Regionalism Pathway,11,1.2416,0.0,1.4134
SIM6,PB6,BS6,Regenerative Regionalism Pathway,12,1.3083,0.0,1.486
SIM6,PB6,BS6,Regenerative Regionalism Pathway,13,1.3786,0.0,1.5586
SIM6,PB6,BS6,Regenerative Regionalism Pathway,14,1.451,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,15,1.5234,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,16,1.4958,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,17,1.5682,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,18,1.6406,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,19,1.713,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,20,1.7854,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,21,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,22,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,23,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,24,1.7724,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,25,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,26,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,27,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,28,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,29,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,30,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,31,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,32,1.7724,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,33,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,34,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,35,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,36,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,37,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,38,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,39,1.8,0.0,1.6
SIM6,PB6,BS6,Regenerative Regionalism Pathway,40,1.7724,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,1,1.0,0.4,0.7212
SIM7,PB7,BS7,Global Commons Renewal Pathway,2,1.0061,0.3528,0.7877
SIM7,PB7,BS7,Global Commons Renewal Pathway,3,1.0189,0.3056,0.8552
SIM7,PB7,BS7,Global Commons Renewal Pathway,4,1.0384,0.2584,0.9237
SIM7,PB7,BS7,Global Commons Renewal Pathway,5,1.0646,0.2112,0.993
SIM7,PB7,BS7,Global Commons Renewal Pathway,6,1.0977,0.164,1.0634
SIM7,PB7,BS7,Global Commons Renewal Pathway,7,1.1377,0.1168,1.1346
SIM7,PB7,BS7,Global Commons Renewal Pathway,8,1.0841,0.0736,1.2038
SIM7,PB7,BS7,Global Commons Renewal Pathway,9,1.1375,0.0264,1.2768
SIM7,PB7,BS7,Global Commons Renewal Pathway,10,1.1964,0.0,1.3504
SIM7,PB7,BS7,Global Commons Renewal Pathway,11,1.2242,0.0,1.424
SIM7,PB7,BS7,Global Commons Renewal Pathway,12,1.2905,0.0,1.4976
SIM7,PB7,BS7,Global Commons Renewal Pathway,13,1.3605,0.0,1.5712
SIM7,PB7,BS7,Global Commons Renewal Pathway,14,1.4319,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,15,1.5033,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,16,1.4747,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,17,1.5461,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,18,1.6175,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,19,1.6889,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,20,1.7603,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,21,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,22,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,23,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,24,1.7714,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,25,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,26,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,27,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,28,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,29,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,30,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,31,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,32,1.7714,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,33,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,34,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,35,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,36,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,37,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,38,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,39,1.8,0.0,1.6
SIM7,PB7,BS7,Global Commons Renewal Pathway,40,1.7714,0.0,1.6
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,1,1.0,0.74,0.3416
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,2,0.9303,0.7326,0.3587
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,3,0.8619,0.7252,0.376
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,4,0.7949,0.7178,0.3935
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,5,0.7293,0.7104,0.4111
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,6,0.6652,0.703,0.4288
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,7,0.6024,0.6956,0.4467
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,8,0.4407,0.6922,0.4617
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,9,0.3803,0.6848,0.4798
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,10,0.3214,0.6774,0.498
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,11,0.2255,0.6708,0.5164
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,12,0.1694,0.6634,0.5349
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,13,0.1147,0.656,0.5536
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,14,0.0616,0.6486,0.5724
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,15,0.0098,0.6412,0.5914
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,16,0.0,0.6378,0.6075
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,17,0.0,0.6304,0.6267
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,18,0.0,0.623,0.646
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,19,0.0,0.6156,0.6655
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,20,0.0,0.6082,0.6851
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,21,0.0,0.6008,0.7049
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,22,0.0,0.5941,0.7248
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,23,0.0,0.5867,0.7449
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,24,0.0,0.5833,0.762
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,25,0.0,0.5759,0.7823
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,26,0.0,0.5685,0.8027
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,27,0.0,0.5611,0.8233
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,28,0.0,0.5537,0.844
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,29,0.0,0.5463,0.8649
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,30,0.0,0.5389,0.8859
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,31,0.0,0.5315,0.9071
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,32,0.0,0.5281,0.9253
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,33,0.0,0.5215,0.9467
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,34,0.0,0.5141,0.9682
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,35,0.0,0.5067,0.9899
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,36,0.0,0.4993,1.0117
SIM8,PB8,BS8,Managed Decline and Unequal Adaptation Pathway,37,0.0,0.4919,1.0337
