pathway_id,profile_id,scenario_id,pathway_name,time_step,governance_capacity,system_stress,legitimacy,adaptive_learning
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,17,0.9311,1.748,0.1933,0.7837
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,18,0.8888,1.8,0.1569,0.7889
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,19,0.8469,1.8,0.1205,0.7941
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,20,0.8025,1.8,0.0841,0.7993
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,21,0.7582,1.8,0.0477,0.8045
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,22,0.7107,1.8,0.0113,0.8097
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,23,0.6651,1.8,0.0,0.8149
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,24,0.6173,1.8,0.0,0.8201
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,25,0.5721,1.8,0.0,0.8253
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,26,0.5255,1.8,0.0,0.8305
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,27,0.4792,1.8,0.0,0.8357
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,28,0.4349,1.8,0.0,0.8409
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,29,0.3908,1.8,0.0,0.8461
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,30,0.3455,1.8,0.0,0.8513
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,31,0.302,1.8,0.0,0.8565
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,32,0.2563,1.8,0.0,0.8617
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,33,0.2112,1.8,0.0,0.8669
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,34,0.1684,1.8,0.0,0.8721
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,35,0.1259,1.8,0.0,0.8773
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,36,0.082,1.8,0.0,0.8825
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,37,0.04,1.8,0.0,0.8877
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,38,0.0,1.8,0.0,0.8929
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,39,0.0,1.8,0.0,0.8981
AGP2,GGF2,GGS2,Competitive Fragmentation Pathway,40,0.0,1.8,0.0,0.9033
AGP3,GGF3,GGS3,Regionalized Governance Pathway,1,1.0,0.54,0.5856,0.6128
AGP3,GGF3,GGS3,Regionalized Governance Pathway,2,1.0593,0.496,0.645,0.6819
AGP3,GGF3,GGS3,Regionalized Governance Pathway,3,1.1273,0.452,0.7061,0.7524
AGP3,GGF3,GGS3,Regionalized Governance Pathway,4,1.204,0.408,0.769,0.8241
AGP3,GGF3,GGS3,Regionalized Governance Pathway,5,1.2895,0.364,0.8336,0.8972
AGP3,GGF3,GGS3,Regionalized Governance Pathway,6,1.3841,0.32,0.9,0.9716
AGP3,GGF3,GGS3,Regionalized Governance Pathway,7,1.4878,0.276,0.9682,1.0473
AGP3,GGF3,GGS3,Regionalized Governance Pathway,8,1.5909,0.352,1.0333,1.1208
AGP3,GGF3,GGS3,Regionalized Governance Pathway,9,1.6987,0.388,1.097,1.1931
AGP3,GGF3,GGS3,Regionalized Governance Pathway,10,1.8,0.414,1.1596,1.2647
AGP3,GGF3,GGS3,Regionalized Governance Pathway,11,1.8,0.47,1.22,1.3346
AGP3,GGF3,GGS3,Regionalized Governance Pathway,12,1.8,0.426,1.2822,1.4058
AGP3,GGF3,GGS3,Regionalized Governance Pathway,13,1.8,0.472,1.3425,1.4757
AGP3,GGF3,GGS3,Regionalized Governance Pathway,14,1.8,0.428,1.4046,1.5468
AGP3,GGF3,GGS3,Regionalized Governance Pathway,15,1.8,0.384,1.4684,1.6193
AGP3,GGF3,GGS3,Regionalized Governance Pathway,16,1.8,0.46,1.5292,1.6895
AGP3,GGF3,GGS3,Regionalized Governance Pathway,17,1.8,0.416,1.5918,1.761
AGP3,GGF3,GGS3,Regionalized Governance Pathway,18,1.8,0.452,1.6529,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,19,1.8,0.408,1.7158,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,20,1.8,0.434,1.7776,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,21,1.8,0.39,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,22,1.8,0.446,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,23,1.8,0.402,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,24,1.8,0.478,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,25,1.8,0.434,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,26,1.8,0.48,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,27,1.8,0.516,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,28,1.8,0.472,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,29,1.8,0.428,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,30,1.8,0.454,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,31,1.8,0.41,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,32,1.8,0.486,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,33,1.8,0.542,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,34,1.8,0.498,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,35,1.8,0.454,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,36,1.8,0.49,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,37,1.8,0.446,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,38,1.8,0.402,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,39,1.8,0.448,1.8,1.8
AGP3,GGF3,GGS3,Regionalized Governance Pathway,40,1.8,0.594,1.8,1.8
AGP4,GGF4,GGS4,Technocratic Governance Pathway,1,1.0,0.6,0.4372,0.5096
AGP4,GGF4,GGS4,Technocratic Governance Pathway,2,1.0419,0.5888,0.4592,0.5619
AGP4,GGF4,GGS4,Technocratic Governance Pathway,3,1.0881,0.5776,0.4817,0.6146
AGP4,GGF4,GGS4,Technocratic Governance Pathway,4,1.1385,0.5664,0.5047,0.6676
AGP4,GGF4,GGS4,Technocratic Governance Pathway,5,1.1931,0.5552,0.5281,0.721
AGP4,GGF4,GGS4,Technocratic Governance Pathway,6,1.2521,0.544,0.5519,0.7746
AGP4,GGF4,GGS4,Technocratic Governance Pathway,7,1.3154,0.5328,0.5762,0.8287
AGP4,GGF4,GGS4,Technocratic Governance Pathway,8,1.3731,0.6416,0.5961,0.8794
AGP4,GGF4,GGS4,Technocratic Governance Pathway,9,1.4306,0.7104,0.6133,0.9281
AGP4,GGF4,GGS4,Technocratic Governance Pathway,10,1.4878,0.7692,0.6282,0.975
AGP4,GGF4,GGS4,Technocratic Governance Pathway,11,1.5416,0.858,0.6394,1.0193
AGP4,GGF4,GGS4,Technocratic Governance Pathway,12,1.6009,0.8468,0.6512,1.0639
AGP4,GGF4,GGS4,Technocratic Governance Pathway,13,1.656,0.9256,0.6597,1.1061
AGP4,GGF4,GGS4,Technocratic Governance Pathway,14,1.7161,0.9144,0.6688,1.1487
AGP4,GGF4,GGS4,Technocratic Governance Pathway,15,1.7795,0.9032,0.6782,1.1916
AGP4,GGF4,GGS4,Technocratic Governance Pathway,16,1.8,1.012,0.6834,1.2312
AGP4,GGF4,GGS4,Technocratic Governance Pathway,17,1.8,1.0008,0.6889,1.2712
AGP4,GGF4,GGS4,Technocratic Governance Pathway,18,1.8,1.0696,0.6917,1.3091
AGP4,GGF4,GGS4,Technocratic Governance Pathway,19,1.8,1.0584,0.695,1.3474
AGP4,GGF4,GGS4,Technocratic Governance Pathway,20,1.8,1.1172,0.6959,1.3838
AGP4,GGF4,GGS4,Technocratic Governance Pathway,21,1.8,1.106,0.6973,1.4207
AGP4,GGF4,GGS4,Technocratic Governance Pathway,22,1.8,1.1948,0.6951,1.4548
AGP4,GGF4,GGS4,Technocratic Governance Pathway,23,1.8,1.1836,0.6933,1.4893
AGP4,GGF4,GGS4,Technocratic Governance Pathway,24,1.8,1.2924,0.6872,1.5205
AGP4,GGF4,GGS4,Technocratic Governance Pathway,25,1.8,1.2812,0.6816,1.5521
AGP4,GGF4,GGS4,Technocratic Governance Pathway,26,1.8,1.36,0.6728,1.5813
AGP4,GGF4,GGS4,Technocratic Governance Pathway,27,1.8,1.4288,0.6612,1.6084
AGP4,GGF4,GGS4,Technocratic Governance Pathway,28,1.8,1.4176,0.6501,1.6359
AGP4,GGF4,GGS4,Technocratic Governance Pathway,29,1.8,1.4064,0.6395,1.6637
AGP4,GGF4,GGS4,Technocratic Governance Pathway,30,1.8,1.4652,0.6265,1.6898
AGP4,GGF4,GGS4,Technocratic Governance Pathway,31,1.8,1.454,0.6139,1.7161
AGP4,GGF4,GGS4,Technocratic Governance Pathway,32,1.8,1.5628,0.597,1.7393
AGP4,GGF4,GGS4,Technocratic Governance Pathway,33,1.8,1.6516,0.5765,1.7597
AGP4,GGF4,GGS4,Technocratic Governance Pathway,34,1.8,1.6404,0.5565,1.7805
AGP4,GGF4,GGS4,Technocratic Governance Pathway,35,1.8,1.6292,0.537,1.8
AGP4,GGF4,GGS4,Technocratic Governance Pathway,36,1.8,1.698,0.5146,1.8
AGP4,GGF4,GGS4,Technocratic Governance Pathway,37,1.8,1.6868,0.4928,1.8
AGP4,GGF4,GGS4,Technocratic Governance Pathway,38,1.8,1.6756,0.4713,1.8
AGP4,GGF4,GGS4,Technocratic Governance Pathway,39,1.8,1.7544,0.4468,1.8
AGP4,GGF4,GGS4,Technocratic Governance Pathway,40,1.8,1.8,0.4204,1.8
AGP5,GGF5,GGS5,Private Platform Governance Pathway,1,1.0,0.68,0.3736,0.416
AGP5,GGF5,GGS5,Private Platform Governance Pathway,2,1.0209,0.7042,0.3766,0.4455
AGP5,GGF5,GGS5,Private Platform Governance Pathway,3,1.0418,0.7284,0.3787,0.4742
AGP5,GGF5,GGS5,Private Platform Governance Pathway,4,1.0628,0.7526,0.3798,0.5022
AGP5,GGF5,GGS5,Private Platform Governance Pathway,5,1.0837,0.7768,0.3799,0.5295
AGP5,GGF5,GGS5,Private Platform Governance Pathway,6,1.1044,0.801,0.3791,0.5561
AGP5,GGF5,GGS5,Private Platform Governance Pathway,7,1.1248,0.8252,0.3773,0.582
AGP5,GGF5,GGS5,Private Platform Governance Pathway,8,1.135,0.9694,0.3697,0.6035
AGP5,GGF5,GGS5,Private Platform Governance Pathway,9,1.1402,1.0736,0.358,0.6219
AGP5,GGF5,GGS5,Private Platform Governance Pathway,10,1.1401,1.1678,0.3424,0.6374
AGP5,GGF5,GGS5,Private Platform Governance Pathway,11,1.1318,1.292,0.322,0.6493
AGP5,GGF5,GGS5,Private Platform Governance Pathway,12,1.1236,1.3162,0.3005,0.6604
AGP5,GGF5,GGS5,Private Platform Governance Pathway,13,1.1062,1.4304,0.2745,0.6681
AGP5,GGF5,GGS5,Private Platform Governance Pathway,14,1.0884,1.4546,0.2475,0.675
AGP5,GGF5,GGS5,Private Platform Governance Pathway,15,1.0683,1.4788,0.2196,0.6813
AGP5,GGF5,GGS5,Private Platform Governance Pathway,16,1.0359,1.623,0.1858,0.6832
AGP5,GGF5,GGS5,Private Platform Governance Pathway,17,1.0031,1.6472,0.1512,0.6844
AGP5,GGF5,GGS5,Private Platform Governance Pathway,18,0.9609,1.7514,0.1123,0.6824
AGP5,GGF5,GGS5,Private Platform Governance Pathway,19,0.917,1.7756,0.0725,0.6798
AGP5,GGF5,GGS5,Private Platform Governance Pathway,20,0.8685,1.8,0.0317,0.6764
AGP5,GGF5,GGS5,Private Platform Governance Pathway,21,0.8199,1.8,0.0,0.673
AGP5,GGF5,GGS5,Private Platform Governance Pathway,22,0.7692,1.8,0.0,0.6696
AGP5,GGF5,GGS5,Private Platform Governance Pathway,23,0.7203,1.8,0.0,0.6662
AGP5,GGF5,GGS5,Private Platform Governance Pathway,24,0.6689,1.8,0.0,0.6628
AGP5,GGF5,GGS5,Private Platform Governance Pathway,25,0.6196,1.8,0.0,0.6594
AGP5,GGF5,GGS5,Private Platform Governance Pathway,26,0.5684,1.8,0.0,0.656
AGP5,GGF5,GGS5,Private Platform Governance Pathway,27,0.5173,1.8,0.0,0.6526
AGP5,GGF5,GGS5,Private Platform Governance Pathway,28,0.4675,1.8,0.0,0.6492
AGP5,GGF5,GGS5,Private Platform Governance Pathway,29,0.4176,1.8,0.0,0.6458
AGP5,GGF5,GGS5,Private Platform Governance Pathway,30,0.3661,1.8,0.0,0.6424
AGP5,GGF5,GGS5,Private Platform Governance Pathway,31,0.3159,1.8,0.0,0.639
AGP5,GGF5,GGS5,Private Platform Governance Pathway,32,0.263,1.8,0.0,0.6356
AGP5,GGF5,GGS5,Private Platform Governance Pathway,33,0.2104,1.8,0.0,0.6322
AGP5,GGF5,GGS5,Private Platform Governance Pathway,34,0.1597,1.8,0.0,0.6288
AGP5,GGF5,GGS5,Private Platform Governance Pathway,35,0.1088,1.8,0.0,0.6254
AGP5,GGF5,GGS5,Private Platform Governance Pathway,36,0.056,1.8,0.0,0.622
AGP5,GGF5,GGS5,Private Platform Governance Pathway,37,0.0048,1.8,0.0,0.6186
AGP5,GGF5,GGS5,Private Platform Governance Pathway,38,0.0,1.8,0.0,0.6152
AGP5,GGF5,GGS5,Private Platform Governance Pathway,39,0.0,1.8,0.0,0.6118
AGP5,GGF5,GGS5,Private Platform Governance Pathway,40,0.0,1.8,0.0,0.6084
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,1,1.0,0.8,0.5636,0.644
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,2,1.0474,0.7422,0.6087,0.7033
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,3,1.1032,0.6844,0.6561,0.7644
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,4,1.1676,0.6266,0.7059,0.8272
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,5,1.2408,0.5688,0.7579,0.8917
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,6,1.3229,0.511,0.8123,0.958
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,7,1.4142,0.4532,0.869,1.026
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,8,1.5048,0.5154,0.9231,1.0922
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,9,1.6002,0.5376,0.9764,1.1576
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,10,1.7006,0.5498,1.0292,1.2227
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,11,1.8,0.592,1.0804,1.2866
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,12,1.8,0.5342,1.1338,1.3521
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,13,1.8,0.5664,1.1859,1.4168
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,14,1.8,0.5086,1.2404,1.4831
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,15,1.8,0.4508,1.2972,1.5512
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,16,1.8,0.513,1.3514,1.6174
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,17,1.8,0.4552,1.408,1.6853
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,18,1.8,0.4774,1.4637,1.7526
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,19,1.8,0.4196,1.5218,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,20,1.8,0.4318,1.5793,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,21,1.8,0.374,1.6391,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,22,1.8,0.4162,1.6973,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,23,1.8,0.3584,1.7577,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,24,1.8,0.4206,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,25,1.8,0.3628,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,26,1.8,0.395,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,27,1.8,0.4172,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,28,1.8,0.3594,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,29,1.8,0.3016,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,30,1.8,0.3138,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,31,1.8,0.256,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,32,1.8,0.3182,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,33,1.8,0.3604,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,34,1.8,0.3026,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,35,1.8,0.2448,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,36,1.8,0.267,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,37,1.8,0.2092,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,38,1.8,0.1514,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,39,1.8,0.1836,1.8,1.8
AGP6,GGF6,GGS6,Planetary Emergency Governance Pathway,40,1.8,0.3158,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,1,1.0,0.38,0.8484,0.8552
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,2,1.1128,0.2368,0.9765,0.9679
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,3,1.2455,0.0936,1.1104,1.0849
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,4,1.3952,0.0,1.248,1.2047
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,5,1.5565,0.0,1.3856,1.3245
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,6,1.7292,0.0,1.5232,1.4443
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,7,1.8,0.0,1.6608,1.5641
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,8,1.8,0.0,1.7984,1.6839
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,9,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,10,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,11,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,12,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,13,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,14,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,15,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,16,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,17,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,18,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,19,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,20,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,21,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,22,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,23,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,24,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,25,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,26,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,27,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,28,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,29,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,30,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,31,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,32,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,33,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,34,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,35,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,36,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,37,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,38,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,39,1.8,0.0,1.8,1.8
AGP7,GGF7,GGS7,Democratic Justice Governance Pathway,40,1.8,0.0468,1.8,1.8
AGP8,GGF8,GGS8,Governance Breakdown Pathway,1,1.0,0.92,0.1888,0.1944
AGP8,GGF8,GGS8,Governance Breakdown Pathway,2,0.9637,1.0296,0.1386,0.1903
AGP8,GGF8,GGS8,Governance Breakdown Pathway,3,0.9182,1.1392,0.084,0.1829
AGP8,GGF8,GGS8,Governance Breakdown Pathway,4,0.8633,1.2488,0.0251,0.1723
