pathway_id,profile_id,scenario_id,pathway_name,time_step,infrastructure_viability,system_load,adaptive_capacity
PW2,IF2,IS5,Distributed Resilience Pathway,29,1.4719,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,30,1.5144,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,31,1.5569,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,32,1.4894,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,33,1.4839,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,34,1.5264,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,35,1.5689,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,36,1.6114,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,37,1.6539,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,38,1.6964,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,39,1.7389,0.0,1.6
PW2,IF2,IS5,Distributed Resilience Pathway,40,1.6714,0.0,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,1,1.0,0.5626,0.5202
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,2,0.9557,0.5601,0.5771
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,3,0.9139,0.5576,0.634
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,4,0.8745,0.5551,0.6909
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,5,0.8375,0.5526,0.7478
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,6,0.8029,0.5501,0.8047
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,7,0.7707,0.5476,0.8616
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,8,0.6306,0.5506,0.9152
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,9,0.6028,0.5481,0.9721
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,10,0.5775,0.5456,1.029
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,11,0.4633,0.5467,1.0841
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,12,0.4425,0.5442,1.141
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,13,0.4242,0.5417,1.1979
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,14,0.4082,0.5392,1.2548
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,15,0.3948,0.5367,1.3117
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,16,0.2732,0.5397,1.3653
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,17,0.2641,0.5372,1.4222
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,18,0.2574,0.5347,1.4791
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,19,0.2532,0.5322,1.536
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,20,0.2514,0.5297,1.5929
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,21,0.25,0.5272,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,22,0.1575,0.5284,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,23,0.1562,0.5259,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,24,0.0447,0.5289,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,25,0.0434,0.5264,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,26,0.0422,0.5239,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,27,0.0412,0.5214,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,28,0.0403,0.5189,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,29,0.0396,0.5164,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,30,0.039,0.5139,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,31,0.0385,0.5114,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,32,0.0,0.5144,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,33,0.0,0.5155,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,34,0.0,0.513,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,35,0.0,0.5105,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,36,0.0,0.508,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,37,0.0,0.5055,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,38,0.0001,0.503,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,39,0.0003,0.5005,1.6
PW3,IF3,IS4,Digitally Intensive Smart System Pathway,40,0.0,0.5035,1.6
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,1,1.0,0.6922,0.3274
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,2,0.9243,0.7148,0.365
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,3,0.8487,0.7374,0.4026
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,4,0.7733,0.76,0.4402
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,5,0.6981,0.7826,0.4778
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,6,0.6229,0.8052,0.5154
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,7,0.548,0.8278,0.553
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,8,0.3627,0.8559,0.5873
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,9,0.2876,0.8785,0.6249
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,10,0.2126,0.9011,0.6625
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,11,0.0806,0.926,0.699
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,12,0.0057,0.9486,0.7366
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,13,0.0,0.9712,0.7742
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,14,0.0,0.9938,0.8118
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,15,0.0,1.0164,0.8494
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,16,0.0,1.0445,0.8837
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,17,0.0,1.0671,0.9213
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,18,0.0,1.0897,0.9589
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,19,0.0,1.1123,0.9965
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,20,0.0,1.1349,1.0341
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,21,0.0,1.1575,1.0717
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,22,0.0,1.1824,1.1081
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,23,0.0,1.205,1.1457
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,24,0.0,1.2331,1.18
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,25,0.0,1.2557,1.2176
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,26,0.0,1.2783,1.2552
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,27,0.0,1.3009,1.2928
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,28,0.0,1.3235,1.3304
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,29,0.0,1.3461,1.368
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,30,0.0,1.3687,1.4056
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,31,0.0,1.3913,1.4432
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,32,0.0,1.4194,1.4775
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,33,0.0,1.4442,1.514
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,34,0.0,1.4668,1.5516
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,35,0.0,1.4894,1.5892
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,36,0.0,1.5,1.6
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,37,0.0,1.5,1.6
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,38,0.0,1.5,1.6
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,39,0.0,1.5,1.6
PW4,IF4,IS3,Climate-Stressed Legacy Network Pathway,40,0.0,1.5,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,1,1.0,0.6232,0.408
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,2,0.9387,0.6315,0.4529
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,3,0.8787,0.6398,0.4978
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,4,0.82,0.6481,0.5427
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,5,0.7626,0.6564,0.5876
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,6,0.7065,0.6647,0.6325
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,7,0.6517,0.673,0.6774
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,8,0.4877,0.6868,0.719
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,9,0.435,0.6951,0.7639
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,10,0.3837,0.7034,0.8088
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,11,0.2694,0.7143,0.8524
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,12,0.2204,0.7226,0.8973
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,13,0.1727,0.7309,0.9422
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,14,0.1263,0.7392,0.9871
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,15,0.0812,0.7475,1.032
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,16,0.0,0.7613,1.0736
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,17,0.0,0.7696,1.1185
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,18,0.0,0.7779,1.1634
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,19,0.0,0.7862,1.2083
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,20,0.0,0.7945,1.2532
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,21,0.0,0.8028,1.2981
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,22,0.0,0.8136,1.3417
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,23,0.0,0.8219,1.3866
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,24,0.0,0.8357,1.4282
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,25,0.0,0.844,1.4731
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,26,0.0,0.8523,1.518
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,27,0.0,0.8606,1.5629
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,28,0.0,0.8689,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,29,0.0,0.8772,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,30,0.0,0.8855,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,31,0.0,0.8938,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,32,0.0,0.9076,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,33,0.0,0.9185,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,34,0.0,0.9268,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,35,0.0,0.9351,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,36,0.0,0.9434,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,37,0.0,0.9517,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,38,0.0,0.96,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,39,0.0,0.9683,1.6
PW5,IF5,IS2,Financialized Infrastructure Platform Pathway,40,0.0,0.9821,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,1,1.0,0.334,0.7612
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,2,0.9993,0.2923,0.8445
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,3,1.0044,0.2506,0.9278
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,4,1.0153,0.2089,1.0111
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,5,1.0321,0.1672,1.0944
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,6,1.0547,0.1255,1.1777
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,7,1.0832,0.0838,1.261
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,8,1.007,0.0476,1.341
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,9,1.0466,0.0059,1.4243
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,10,1.09,0.0,1.5076
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,11,1.0786,0.0,1.5897
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,12,1.1256,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,13,1.1726,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,14,1.2197,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,15,1.2667,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,16,1.2037,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,17,1.2508,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,18,1.2978,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,19,1.3448,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,20,1.3919,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,21,1.4389,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,22,1.4279,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,23,1.475,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,24,1.412,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,25,1.459,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,26,1.5061,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,27,1.5531,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,28,1.6001,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,29,1.6472,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,30,1.6942,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,31,1.7412,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,32,1.6782,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,33,1.6673,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,34,1.7143,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,35,1.7613,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,36,1.8,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,37,1.8,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,38,1.8,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,39,1.8,0.0,1.6
PW6,IF6,IS1,Adaptive Public Infrastructure Pathway,40,1.737,0.0,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,1,1.0,0.6128,0.428
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,2,0.9417,0.6207,0.4757
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,3,0.8849,0.6286,0.5234
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,4,0.8295,0.6365,0.5711
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,5,0.7755,0.6444,0.6188
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,6,0.7229,0.6523,0.6665
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,7,0.6718,0.6602,0.7142
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,8,0.5117,0.6736,0.7586
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,9,0.463,0.6815,0.8063
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,10,0.4157,0.6894,0.854
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,11,0.3037,0.6999,0.9004
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,12,0.259,0.7078,0.9481
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,13,0.2159,0.7157,0.9958
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,14,0.1741,0.7236,1.0435
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,15,0.1338,0.7315,1.0912
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,16,0.0,0.7449,1.1356
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,17,0.0,0.7528,1.1833
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,18,0.0,0.7607,1.231
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,19,0.0,0.7686,1.2787
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,20,0.0,0.7765,1.3264
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,21,0.0,0.7844,1.3741
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,22,0.0,0.795,1.4205
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,23,0.0,0.8029,1.4682
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,24,0.0,0.8163,1.5126
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,25,0.0,0.8242,1.5603
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,26,0.0,0.8321,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,27,0.0,0.84,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,28,0.0,0.8479,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,29,0.0,0.8558,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,30,0.0,0.8637,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,31,0.0,0.8716,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,32,0.0,0.885,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,33,0.0,0.8955,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,34,0.0,0.9034,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,35,0.0,0.9113,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,36,0.0,0.9192,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,37,0.0,0.9271,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,38,0.0,0.935,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,39,0.0,0.9429,1.6
PW7,IF7,IS6,Geopolitical Bottleneck System Pathway,40,0.0,0.9563,1.6
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,1,1.0,0.6896,0.2784
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,2,0.9191,0.7117,0.3075
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,3,0.838,0.7338,0.3366
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,4,0.7567,0.7559,0.3657
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,5,0.6753,0.778,0.3948
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,6,0.5937,0.8001,0.4239
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,7,0.5119,0.8222,0.453
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,8,0.3195,0.8498,0.4788
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,9,0.237,0.8719,0.5079
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,10,0.1543,0.894,0.537
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,11,0.0213,0.9181,0.5651
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,12,0.0,0.9402,0.5942
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,13,0.0,0.9623,0.6233
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,14,0.0,0.9844,0.6524
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,15,0.0,1.0065,0.6815
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,16,0.0,1.0341,0.7073
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,17,0.0,1.0562,0.7364
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,18,0.0,1.0783,0.7655
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,19,0.0,1.1004,0.7946
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,20,0.0,1.1225,0.8237
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,21,0.0,1.1446,0.8528
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,22,0.0,1.1687,0.8809
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,23,0.0,1.1908,0.91
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,24,0.0,1.2184,0.9358
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,25,0.0,1.2405,0.9649
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,26,0.0,1.2626,0.994
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,27,0.0,1.2847,1.0231
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,28,0.0,1.3068,1.0522
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,29,0.0,1.3289,1.0813
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,30,0.0,1.351,1.1104
