pathway_id,policy_id,scenario_id,pathway_name,time_step,policy_viability,legitimacy_score,equity_score,adaptive_learning_score
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,19,1.329,1.0054,1.019,1.1856
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,20,1.4119,1.0373,1.0532,1.2264
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,21,1.5004,1.0692,1.0874,1.2672
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,22,1.5945,1.1011,1.1216,1.308
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,23,1.6943,1.133,1.1558,1.3488
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,24,1.6894,1.1605,1.1867,1.3852
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,25,1.7986,1.1924,1.2209,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,26,1.8,1.2243,1.2551,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,27,1.8,1.2562,1.2893,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,28,1.8,1.2881,1.3235,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,29,1.8,1.32,1.3577,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,30,1.8,1.3519,1.3919,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,31,1.8,1.3838,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,32,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,33,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,34,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,35,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,36,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,37,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,38,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,39,1.8,1.4,1.4,1.4
AP4,P3,S3,Technocratic Efficiency Policy in Technological Disruption,40,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,1,1.0,0.78,0.81,0.7
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,2,1.0877,0.8383,0.8682,0.7608
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,3,1.1849,0.8966,0.9264,0.8216
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,4,1.2915,0.9549,0.9846,0.8824
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,5,1.4075,1.0132,1.0428,0.9432
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,6,1.5329,1.0715,1.101,1.004
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,7,1.6677,1.1298,1.1592,1.0648
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,8,1.7018,1.1837,1.2141,1.1212
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,9,1.8,1.242,1.2723,1.182
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,10,1.8,1.3003,1.3305,1.2428
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,11,1.8,1.3586,1.3887,1.3036
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,12,1.8,1.4,1.4,1.3644
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,13,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,14,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,15,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,16,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,17,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,18,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,19,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,20,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,21,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,22,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,23,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,24,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,25,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,26,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,27,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,28,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,29,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,30,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,31,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,32,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,33,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,34,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,35,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,36,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,37,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,38,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,39,1.8,1.4,1.4,1.4
AP5,P4,S4,Resilient Equity-Oriented Policy in Climate Stress,40,1.8,1.4,1.4,1.4
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,1,1.0,0.34,0.32,0.28
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,2,0.9209,0.3616,0.3442,0.3054
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,3,0.8456,0.3832,0.3684,0.3308
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,4,0.774,0.4048,0.3926,0.3562
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,5,0.7062,0.4264,0.4168,0.3816
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,6,0.6422,0.448,0.441,0.407
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,7,0.582,0.4696,0.4652,0.4324
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,8,0.4153,0.4868,0.4861,0.4534
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,9,0.3619,0.5084,0.5103,0.4788
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,10,0.3123,0.53,0.5345,0.5042
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,11,0.2664,0.5516,0.5587,0.5296
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,12,0.2244,0.5732,0.5829,0.555
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,13,0.186,0.5948,0.6071,0.5804
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,14,0.1515,0.6164,0.6313,0.6058
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,15,0.1207,0.638,0.6555,0.6312
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,16,0.0,0.6552,0.6764,0.6522
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,17,0.0,0.6768,0.7006,0.6776
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,18,0.0,0.6984,0.7248,0.703
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,19,0.0,0.72,0.749,0.7284
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,20,0.0,0.7416,0.7732,0.7538
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,21,0.0,0.7632,0.7974,0.7792
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,22,0.0,0.7848,0.8216,0.8046
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,23,0.0,0.8064,0.8458,0.83
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,24,0.0,0.8236,0.8667,0.851
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,25,0.0056,0.8452,0.8909,0.8764
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,26,0.0149,0.8668,0.9151,0.9018
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,27,0.028,0.8884,0.9393,0.9272
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,28,0.0449,0.91,0.9635,0.9526
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,29,0.0655,0.9316,0.9877,0.978
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,30,0.0899,0.9532,1.0119,1.0034
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,31,0.1181,0.9748,1.0361,1.0288
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,32,0.0398,0.992,1.057,1.0498
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,33,0.0749,1.0136,1.0812,1.0752
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,34,0.1137,1.0352,1.1054,1.1006
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,35,0.1562,1.0568,1.1296,1.126
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,36,0.2026,1.0784,1.1538,1.1514
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,37,0.2527,1.1,1.178,1.1768
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,38,0.3066,1.1216,1.2022,1.2022
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,39,0.3642,1.1432,1.2264,1.2276
AP6,P6,S6,Fiscal Retrenchment Policy in Supply Shock,40,0.3154,1.1604,1.2473,1.2486
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,1,1.0,0.7,0.72,0.8
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,2,1.087,0.754,0.7778,0.8672
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,3,1.1834,0.808,0.8356,0.9344
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,4,1.2892,0.862,0.8934,1.0016
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,5,1.4043,0.916,0.9512,1.0688
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,6,1.5289,0.97,1.009,1.136
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,7,1.6629,1.024,1.0668,1.2032
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,8,1.6961,1.0736,1.1213,1.266
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,9,1.8,1.1276,1.1791,1.3332
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,10,1.8,1.1816,1.2369,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,11,1.8,1.2356,1.2947,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,12,1.8,1.2896,1.3525,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,13,1.8,1.3436,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,14,1.8,1.3976,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,15,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,16,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,17,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,18,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,19,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,20,1.8,1.4,1.4,1.4
