pathway_id,profile_id,scenario_id,pathway_name,time_step,actor_a_position,actor_b_position,escalation_pressure,system_resilience
SP3,GF3,GS3,Fragmented Crisis Pathway,22,2.1461,2.1548,0.7997,0.2585
SP3,GF3,GS3,Fragmented Crisis Pathway,23,2.1809,2.1899,0.8148,0.2468
SP3,GF3,GS3,Fragmented Crisis Pathway,24,2.2,2.2,0.8394,0.2308
SP3,GF3,GS3,Fragmented Crisis Pathway,25,2.2,2.2,0.854,0.2171
SP3,GF3,GS3,Fragmented Crisis Pathway,26,2.2,2.2,0.8745,0.2009
SP3,GF3,GS3,Fragmented Crisis Pathway,27,2.2,2.2,0.8933,0.184
SP3,GF3,GS3,Fragmented Crisis Pathway,28,2.2,2.2,0.9079,0.1676
SP3,GF3,GS3,Fragmented Crisis Pathway,29,2.2,2.2,0.9225,0.1505
SP3,GF3,GS3,Fragmented Crisis Pathway,30,2.2,2.2,0.9371,0.1327
SP3,GF3,GS3,Fragmented Crisis Pathway,31,2.2,2.2,0.9517,0.1141
SP3,GF3,GS3,Fragmented Crisis Pathway,32,2.2,2.2,0.9763,0.0913
SP3,GF3,GS3,Fragmented Crisis Pathway,33,2.2,2.2,0.9956,0.0693
SP3,GF3,GS3,Fragmented Crisis Pathway,34,2.2,2.2,1.0102,0.0478
SP3,GF3,GS3,Fragmented Crisis Pathway,35,2.2,2.2,1.0248,0.0256
SP3,GF3,GS3,Fragmented Crisis Pathway,36,2.2,2.2,1.0436,0.0012
SP3,GF3,GS3,Fragmented Crisis Pathway,37,2.2,2.2,1.0582,0
SP3,GF3,GS3,Fragmented Crisis Pathway,38,2.2,2.2,1.0728,0
SP3,GF3,GS3,Fragmented Crisis Pathway,39,2.2,2.2,1.0933,0
SP3,GF3,GS3,Fragmented Crisis Pathway,40,2.2,2.2,1.1179,0
SP4,GF4,GS4,Technologically Contested Order Pathway,1,1.0,1.0,0.42,0.3844
SP4,GF4,GS4,Technologically Contested Order Pathway,2,1.0165,1.017,0.4128,0.4082
SP4,GF4,GS4,Technologically Contested Order Pathway,3,1.033,1.034,0.4057,0.4323
SP4,GF4,GS4,Technologically Contested Order Pathway,4,1.0496,1.051,0.3985,0.4567
SP4,GF4,GS4,Technologically Contested Order Pathway,5,1.0661,1.068,0.3914,0.4816
SP4,GF4,GS4,Technologically Contested Order Pathway,6,1.0827,1.0851,0.3844,0.5068
SP4,GF4,GS4,Technologically Contested Order Pathway,7,1.0994,1.1022,0.3773,0.5323
SP4,GF4,GS4,Technologically Contested Order Pathway,8,1.2161,1.2193,0.3803,0.5547
SP4,GF4,GS4,Technologically Contested Order Pathway,9,1.2985,1.3022,0.3778,0.5789
SP4,GF4,GS4,Technologically Contested Order Pathway,10,1.3155,1.3196,0.3708,0.6047
SP4,GF4,GS4,Technologically Contested Order Pathway,11,1.4245,1.429,0.3712,0.6287
SP4,GF4,GS4,Technologically Contested Order Pathway,12,1.4418,1.4466,0.3643,0.6549
SP4,GF4,GS4,Technologically Contested Order Pathway,13,1.459,1.4643,0.3616,0.6802
SP4,GF4,GS4,Technologically Contested Order Pathway,14,1.4763,1.4819,0.3547,0.7068
SP4,GF4,GS4,Technologically Contested Order Pathway,15,1.4936,1.4996,0.3478,0.7338
SP4,GF4,GS4,Technologically Contested Order Pathway,16,1.6109,1.6173,0.3509,0.7577
SP4,GF4,GS4,Technologically Contested Order Pathway,17,1.6284,1.6352,0.3441,0.7849
SP4,GF4,GS4,Technologically Contested Order Pathway,18,1.7116,1.7188,0.3418,0.8109
SP4,GF4,GS4,Technologically Contested Order Pathway,19,1.7293,1.7368,0.335,0.8385
SP4,GF4,GS4,Technologically Contested Order Pathway,20,1.747,1.7549,0.3282,0.8665
SP4,GF4,GS4,Technologically Contested Order Pathway,21,1.7647,1.773,0.3214,0.8948
SP4,GF4,GS4,Technologically Contested Order Pathway,22,1.8745,1.8831,0.322,0.9213
SP4,GF4,GS4,Technologically Contested Order Pathway,23,1.8925,1.9014,0.3153,0.9499
SP4,GF4,GS4,Technologically Contested Order Pathway,24,2.0105,2.0198,0.3185,0.9754
SP4,GF4,GS4,Technologically Contested Order Pathway,25,2.0287,2.0383,0.3118,1.0042
SP4,GF4,GS4,Technologically Contested Order Pathway,26,2.0469,2.0568,0.3094,1.0321
SP4,GF4,GS4,Technologically Contested Order Pathway,27,2.1307,2.141,0.3073,1.0598
SP4,GF4,GS4,Technologically Contested Order Pathway,28,2.1491,2.1597,0.3007,1.0892
SP4,GF4,GS4,Technologically Contested Order Pathway,29,2.1675,2.1784,0.294,1.1189
SP4,GF4,GS4,Technologically Contested Order Pathway,30,2.186,2.1972,0.2874,1.1489
SP4,GF4,GS4,Technologically Contested Order Pathway,31,2.2,2.2,0.2802,1.1793
SP4,GF4,GS4,Technologically Contested Order Pathway,32,2.2,2.2,0.283,1.2065
SP4,GF4,GS4,Technologically Contested Order Pathway,33,2.2,2.2,0.2831,1.2349
SP4,GF4,GS4,Technologically Contested Order Pathway,34,2.2,2.2,0.2759,1.2655
SP4,GF4,GS4,Technologically Contested Order Pathway,35,2.2,2.2,0.2687,1.2965
SP4,GF4,GS4,Technologically Contested Order Pathway,36,2.2,2.2,0.2661,1.3263
SP4,GF4,GS4,Technologically Contested Order Pathway,37,2.2,2.2,0.2589,1.3577
SP4,GF4,GS4,Technologically Contested Order Pathway,38,2.2,2.2,0.2517,1.3896
SP4,GF4,GS4,Technologically Contested Order Pathway,39,2.2,2.2,0.2488,1.4204
SP4,GF4,GS4,Technologically Contested Order Pathway,40,2.2,2.2,0.2516,1.4492
SP5,GF5,GS5,Climate-Security Stress Pathway,1,1.0,1.0,0.4084,0.3824
SP5,GF5,GS5,Climate-Security Stress Pathway,2,1.0219,1.0221,0.4082,0.4014
SP5,GF5,GS5,Climate-Security Stress Pathway,3,1.0438,1.0442,0.408,0.4204
SP5,GF5,GS5,Climate-Security Stress Pathway,4,1.0657,1.0664,0.4079,0.4394
SP5,GF5,GS5,Climate-Security Stress Pathway,5,1.0877,1.0886,0.4077,0.4584
SP5,GF5,GS5,Climate-Security Stress Pathway,6,1.1097,1.1108,0.4076,0.4774
SP5,GF5,GS5,Climate-Security Stress Pathway,7,1.1317,1.1331,0.4074,0.4965
SP5,GF5,GS5,Climate-Security Stress Pathway,8,1.2538,1.2554,0.4173,0.512
SP5,GF5,GS5,Climate-Security Stress Pathway,9,1.3257,1.3275,0.4207,0.5294
SP5,GF5,GS5,Climate-Security Stress Pathway,10,1.3481,1.3501,0.4206,0.5477
SP5,GF5,GS5,Climate-Security Stress Pathway,11,1.4205,1.4227,0.4245,0.5649
SP5,GF5,GS5,Climate-Security Stress Pathway,12,1.4431,1.4455,0.4244,0.5831
SP5,GF5,GS5,Climate-Security Stress Pathway,13,1.4657,1.4683,0.4319,0.599
SP5,GF5,GS5,Climate-Security Stress Pathway,14,1.4883,1.4911,0.4318,0.6168
SP5,GF5,GS5,Climate-Security Stress Pathway,15,1.5109,1.514,0.4318,0.6346
SP5,GF5,GS5,Climate-Security Stress Pathway,16,1.6337,1.6369,0.4417,0.6489
SP5,GF5,GS5,Climate-Security Stress Pathway,17,1.6566,1.66,0.4417,0.6663
SP5,GF5,GS5,Climate-Security Stress Pathway,18,1.7291,1.7327,0.4452,0.6824
SP5,GF5,GS5,Climate-Security Stress Pathway,19,1.7522,1.7559,0.4451,0.6996
SP5,GF5,GS5,Climate-Security Stress Pathway,20,1.7753,1.7792,0.4451,0.7167
SP5,GF5,GS5,Climate-Security Stress Pathway,21,1.7984,1.8025,0.4451,0.7338
SP5,GF5,GS5,Climate-Security Stress Pathway,22,1.8716,1.8759,0.4492,0.7498
SP5,GF5,GS5,Climate-Security Stress Pathway,23,1.8949,1.8993,0.4492,0.7667
SP5,GF5,GS5,Climate-Security Stress Pathway,24,2.0182,2.0228,0.4592,0.7802
SP5,GF5,GS5,Climate-Security Stress Pathway,25,2.0417,2.0465,0.4593,0.7966
SP5,GF5,GS5,Climate-Security Stress Pathway,26,2.0653,2.0703,0.4668,0.8108
SP5,GF5,GS5,Climate-Security Stress Pathway,27,2.1385,2.1436,0.4704,0.8257
SP5,GF5,GS5,Climate-Security Stress Pathway,28,2.1622,2.1675,0.4704,0.8415
SP5,GF5,GS5,Climate-Security Stress Pathway,29,2.186,2.1914,0.4705,0.8574
SP5,GF5,GS5,Climate-Security Stress Pathway,30,2.2,2.2,0.4703,0.8733
SP5,GF5,GS5,Climate-Security Stress Pathway,31,2.2,2.2,0.4701,0.8892
SP5,GF5,GS5,Climate-Security Stress Pathway,32,2.2,2.2,0.4799,0.9016
SP5,GF5,GS5,Climate-Security Stress Pathway,33,2.2,2.2,0.4837,0.9158
SP5,GF5,GS5,Climate-Security Stress Pathway,34,2.2,2.2,0.4835,0.9311
SP5,GF5,GS5,Climate-Security Stress Pathway,35,2.2,2.2,0.4833,0.9463
SP5,GF5,GS5,Climate-Security Stress Pathway,36,2.2,2.2,0.4866,0.9604
SP5,GF5,GS5,Climate-Security Stress Pathway,37,2.2,2.2,0.4864,0.9754
SP5,GF5,GS5,Climate-Security Stress Pathway,38,2.2,2.2,0.4862,0.9905
SP5,GF5,GS5,Climate-Security Stress Pathway,39,2.2,2.2,0.4935,1.0034
SP5,GF5,GS5,Climate-Security Stress Pathway,40,2.2,2.2,0.5033,1.0146
SP6,GF6,GS6,Regionalized Resilience Pathway,1,1.0,1.0,0.2576,0.552
SP6,GF6,GS6,Regionalized Resilience Pathway,2,0.9972,0.9975,0.2202,0.6026
SP6,GF6,GS6,Regionalized Resilience Pathway,3,0.9944,0.9949,0.1828,0.655
SP6,GF6,GS6,Regionalized Resilience Pathway,4,0.9916,0.9923,0.1455,0.7094
SP6,GF6,GS6,Regionalized Resilience Pathway,5,0.9888,0.9898,0.1081,0.7656
SP6,GF6,GS6,Regionalized Resilience Pathway,6,0.986,0.9872,0.0708,0.8236
SP6,GF6,GS6,Regionalized Resilience Pathway,7,0.9832,0.9846,0.0334,0.8836
SP6,GF6,GS6,Regionalized Resilience Pathway,8,1.0804,1.082,0.0061,0.9419
SP6,GF6,GS6,Regionalized Resilience Pathway,9,1.1146,1.1164,0,1.0027
SP6,GF6,GS6,Regionalized Resilience Pathway,10,1.112,1.114,0,1.0643
SP6,GF6,GS6,Regionalized Resilience Pathway,11,1.1574,1.1596,0,1.125
SP6,GF6,GS6,Regionalized Resilience Pathway,12,1.1549,1.1573,0,1.1866
SP6,GF6,GS6,Regionalized Resilience Pathway,13,1.1524,1.155,0,1.2471
SP6,GF6,GS6,Regionalized Resilience Pathway,14,1.1499,1.1527,0,1.3087
SP6,GF6,GS6,Regionalized Resilience Pathway,15,1.1473,1.1504,0,1.3703
SP6,GF6,GS6,Regionalized Resilience Pathway,16,1.2448,1.248,0,1.4289
SP6,GF6,GS6,Regionalized Resilience Pathway,17,1.2424,1.2458,0,1.4905
SP6,GF6,GS6,Regionalized Resilience Pathway,18,1.2769,1.2805,0,1.5514
SP6,GF6,GS6,Regionalized Resilience Pathway,19,1.2746,1.2783,0,1.613
SP6,GF6,GS6,Regionalized Resilience Pathway,20,1.2722,1.2762,0,1.6746
SP6,GF6,GS6,Regionalized Resilience Pathway,21,1.2699,1.2741,0,1.7362
SP6,GF6,GS6,Regionalized Resilience Pathway,22,1.3156,1.3199,0,1.7968
SP6,GF6,GS6,Regionalized Resilience Pathway,23,1.3134,1.3178,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,24,1.4111,1.4158,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,25,1.409,1.4138,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,26,1.4069,1.4119,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,27,1.4416,1.4468,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,28,1.4396,1.4449,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,29,1.4376,1.443,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,30,1.4355,1.4411,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,31,1.4335,1.4392,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,32,1.5314,1.5373,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,33,1.5775,1.5836,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,34,1.5757,1.5819,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,35,1.5739,1.5803,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,36,1.6089,1.6154,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,37,1.6072,1.6138,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,38,1.6054,1.6121,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,39,1.6036,1.6105,0,1.8
SP6,GF6,GS6,Regionalized Resilience Pathway,40,1.7019,1.7089,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,1,1.0,1.0,0.1368,0.7028
SP7,GF7,GS7,Institutional Renewal Pathway,2,0.9746,0.9748,0.0648,0.7816
SP7,GF7,GS7,Institutional Renewal Pathway,3,0.9491,0.9496,0,0.8636
SP7,GF7,GS7,Institutional Renewal Pathway,4,0.9236,0.9243,0,0.9456
SP7,GF7,GS7,Institutional Renewal Pathway,5,0.898,0.899,0,1.0276
SP7,GF7,GS7,Institutional Renewal Pathway,6,0.8724,0.8736,0,1.1096
SP7,GF7,GS7,Institutional Renewal Pathway,7,0.8468,0.8482,0,1.1916
SP7,GF7,GS7,Institutional Renewal Pathway,8,0.9211,0.9227,0,1.2706
SP7,GF7,GS7,Institutional Renewal Pathway,9,0.9196,0.9214,0,1.3521
SP7,GF7,GS7,Institutional Renewal Pathway,10,0.894,0.8961,0,1.4341
SP7,GF7,GS7,Institutional Renewal Pathway,11,0.9064,0.9087,0,1.5153
SP7,GF7,GS7,Institutional Renewal Pathway,12,0.8809,0.8833,0,1.5973
SP7,GF7,GS7,Institutional Renewal Pathway,13,0.8553,0.8579,0,1.6785
SP7,GF7,GS7,Institutional Renewal Pathway,14,0.8296,0.8325,0,1.7605
SP7,GF7,GS7,Institutional Renewal Pathway,15,0.804,0.807,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,16,0.8782,0.8815,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,17,0.8526,0.856,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,18,0.851,0.8546,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,19,0.8253,0.8291,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,20,0.7997,0.8036,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,21,0.7739,0.7781,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,22,0.7862,0.7905,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,23,0.7604,0.7649,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,24,0.8347,0.8393,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,25,0.809,0.8138,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,26,0.7833,0.7883,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,27,0.7816,0.7867,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,28,0.7558,0.7611,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,29,0.73,0.7355,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,30,0.7042,0.7098,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,31,0.6784,0.6841,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,32,0.7525,0.7584,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,33,0.7647,0.7707,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,34,0.7389,0.7451,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,35,0.7131,0.7195,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,36,0.7113,0.7178,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,37,0.6854,0.692,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,38,0.6596,0.6663,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,39,0.6336,0.6405,0,1.8
SP7,GF7,GS7,Institutional Renewal Pathway,40,0.7077,0.7147,0,1.8
SP8,GF8,GS8,Systemic Breakdown Pathway,1,1.0,1.0,0.5784,0.184
SP8,GF8,GS8,Systemic Breakdown Pathway,2,1.0457,1.0459,0.6212,0.1707
SP8,GF8,GS8,Systemic Breakdown Pathway,3,1.0915,1.0919,0.664,0.1553
SP8,GF8,GS8,Systemic Breakdown Pathway,4,1.1373,1.138,0.7069,0.1378
SP8,GF8,GS8,Systemic Breakdown Pathway,5,1.1832,1.1842,0.7497,0.1181
SP8,GF8,GS8,Systemic Breakdown Pathway,6,1.2292,1.2304,0.7926,0.0963
SP8,GF8,GS8,Systemic Breakdown Pathway,7,1.2753,1.2767,0.8354,0.0723
SP8,GF8,GS8,Systemic Breakdown Pathway,8,1.4214,1.423,0.8883,0.0427
SP8,GF8,GS8,Systemic Breakdown Pathway,9,1.5366,1.5384,0.936,0.0123
SP8,GF8,GS8,Systemic Breakdown Pathway,10,1.5832,1.5852,0.9789,0
SP8,GF8,GS8,Systemic Breakdown Pathway,11,1.7138,1.7161,1.0286,0
SP8,GF8,GS8,Systemic Breakdown Pathway,12,1.7607,1.7631,1.0715,0
SP8,GF8,GS8,Systemic Breakdown Pathway,13,1.8076,1.8102,1.1215,0
SP8,GF8,GS8,Systemic Breakdown Pathway,14,1.8546,1.8574,1.1644,0
SP8,GF8,GS8,Systemic Breakdown Pathway,15,1.9017,1.9047,1.2074,0
SP8,GF8,GS8,Systemic Breakdown Pathway,16,2.0489,2.0521,1.2603,0
SP8,GF8,GS8,Systemic Breakdown Pathway,17,2.0963,2.0997,1.3033,0
SP8,GF8,GS8,Systemic Breakdown Pathway,18,2.2,2.2,1.3509,0
SP8,GF8,GS8,Systemic Breakdown Pathway,19,2.2,2.2,1.3937,0
SP8,GF8,GS8,Systemic Breakdown Pathway,20,2.2,2.2,1.4365,0
SP8,GF8,GS8,Systemic Breakdown Pathway,21,2.2,2.2,1.4793,0
SP8,GF8,GS8,Systemic Breakdown Pathway,22,2.2,2.2,1.5288,0
