pathway_id,profile_id,scenario_id,pathway_name,time_step,climate_stress_index,social_vulnerability_index,adaptive_capacity_index
PW4,CF4,CS4,Technological Rapid Decarbonization Pathway,39,0.0,0.0616,1.5
PW4,CF4,CS4,Technological Rapid Decarbonization Pathway,40,0.0,0.0393,1.5
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,1,1.0,0.7592,0.4552
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,2,1.0523,0.7645,0.4732
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,3,1.1046,0.7708,0.4912
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,4,1.1569,0.7781,0.5091
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,5,1.2092,0.7865,0.527
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,6,1.2615,0.796,0.545
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,7,1.3138,0.8064,0.5629
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,8,1.3661,0.818,0.5809
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,9,1.4184,0.8305,0.5988
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,10,1.5257,0.8442,0.6157
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,11,1.578,0.8599,0.6336
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,12,1.6303,0.8767,0.6516
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,13,1.6826,0.8946,0.6695
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,14,1.7349,0.9135,0.6875
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,15,1.7872,0.9334,0.7054
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,16,1.8395,0.9544,0.7234
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,17,1.8918,0.9765,0.7413
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,18,1.9441,0.9996,0.7593
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,19,1.9964,1.0237,0.7772
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,20,2.1037,1.0489,0.7941
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,21,2.156,1.0762,0.812
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,22,2.2083,1.1046,0.83
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,23,2.2606,1.134,0.8479
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,24,2.3129,1.1644,0.8659
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,25,2.3652,1.1959,0.8838
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,26,2.4175,1.2,0.9018
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,27,2.4698,1.2,0.9197
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,28,2.5221,1.2,0.9377
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,29,2.5744,1.2,0.9556
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,30,2.6817,1.2,0.9725
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,31,2.734,1.2,0.9904
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,32,2.7863,1.2,1.0084
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,33,2.8386,1.2,1.0263
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,34,2.8909,1.2,1.0443
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,35,2.9432,1.2,1.0622
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,36,2.9955,1.2,1.0802
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,37,3.0,1.2,1.0981
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,38,3.0,1.2,1.1161
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,39,3.0,1.2,1.134
PW5,CF5,CS5,Ecological Feedback Acceleration Pathway,40,3.0,1.2,1.1509
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,1,1.0,0.763,0.4322
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,2,1.043,0.7704,0.4475
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,3,1.0859,0.7787,0.4628
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,4,1.1289,0.7878,0.4781
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,5,1.1718,0.7978,0.4934
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,6,1.2148,0.8086,0.5087
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,7,1.2577,0.8203,0.524
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,8,1.3007,0.8328,0.5392
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,9,1.3436,0.8463,0.5545
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,10,1.4333,0.8605,0.5689
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,11,1.4763,0.8766,0.5842
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,12,1.5192,0.8935,0.5994
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,13,1.5622,0.9113,0.6147
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,14,1.6051,0.9299,0.63
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,15,1.6481,0.9494,0.6453
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,16,1.691,0.9698,0.6606
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,17,1.734,0.991,0.6759
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,18,1.7769,1.0131,0.6912
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,19,1.8199,1.036,0.7064
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,20,1.9096,1.0598,0.7208
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,21,1.9525,1.0854,0.7361
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,22,1.9955,1.1119,0.7514
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,23,2.0384,1.1392,0.7666
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,24,2.0814,1.1674,0.7819
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,25,2.1243,1.1964,0.7972
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,26,2.1673,1.2,0.8125
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,27,2.2102,1.2,0.8278
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,28,2.2532,1.2,0.8431
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,29,2.2961,1.2,0.8584
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,30,2.3858,1.2,0.8727
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,31,2.4288,1.2,0.888
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,32,2.4717,1.2,0.9033
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,33,2.5147,1.2,0.9186
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,34,2.5576,1.2,0.9338
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,35,2.6006,1.2,0.9491
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,36,2.6435,1.2,0.9644
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,37,2.6865,1.2,0.9797
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,38,2.7294,1.2,0.995
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,39,2.7724,1.2,1.0103
PW6,CF6,CS6,Climate Shock Governance Crisis Pathway,40,2.8621,1.2,1.0246
PW7,CF7,CS7,Just Climate Transformation Pathway,1,1.0,0.6935,0.6475
PW7,CF7,CS7,Just Climate Transformation Pathway,2,0.8781,0.679,0.6897
PW7,CF7,CS7,Just Climate Transformation Pathway,3,0.7563,0.6621,0.7319
PW7,CF7,CS7,Just Climate Transformation Pathway,4,0.6344,0.6427,0.7741
PW7,CF7,CS7,Just Climate Transformation Pathway,5,0.5126,0.6209,0.8162
PW7,CF7,CS7,Just Climate Transformation Pathway,6,0.3907,0.5966,0.8584
PW7,CF7,CS7,Just Climate Transformation Pathway,7,0.2689,0.5699,0.9006
PW7,CF7,CS7,Just Climate Transformation Pathway,8,0.147,0.5408,0.9428
PW7,CF7,CS7,Just Climate Transformation Pathway,9,0.0252,0.5093,0.985
PW7,CF7,CS7,Just Climate Transformation Pathway,10,0.0,0.4753,1.0268
PW7,CF7,CS7,Just Climate Transformation Pathway,11,0.0,0.4408,1.069
PW7,CF7,CS7,Just Climate Transformation Pathway,12,0.0,0.4063,1.1112
PW7,CF7,CS7,Just Climate Transformation Pathway,13,0.0,0.3718,1.1533
PW7,CF7,CS7,Just Climate Transformation Pathway,14,0.0,0.3373,1.1955
PW7,CF7,CS7,Just Climate Transformation Pathway,15,0.0,0.3028,1.2377
PW7,CF7,CS7,Just Climate Transformation Pathway,16,0.0,0.2683,1.2799
PW7,CF7,CS7,Just Climate Transformation Pathway,17,0.0,0.2338,1.3221
PW7,CF7,CS7,Just Climate Transformation Pathway,18,0.0,0.1993,1.3643
PW7,CF7,CS7,Just Climate Transformation Pathway,19,0.0,0.1648,1.4064
PW7,CF7,CS7,Just Climate Transformation Pathway,20,0.0,0.1303,1.4482
PW7,CF7,CS7,Just Climate Transformation Pathway,21,0.0,0.0958,1.4904
PW7,CF7,CS7,Just Climate Transformation Pathway,22,0.0,0.0613,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,23,0.0,0.0268,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,24,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,25,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,26,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,27,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,28,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,29,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,30,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,31,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,32,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,33,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,34,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,35,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,36,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,37,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,38,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,39,0.0,0.0,1.5
PW7,CF7,CS7,Just Climate Transformation Pathway,40,0.0,0.0,1.5
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,1,1.0,0.742,0.5242
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,2,0.9776,0.7408,0.5507
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,3,0.9552,0.7392,0.5772
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,4,0.9328,0.7371,0.6037
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,5,0.9104,0.7345,0.6301
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,6,0.8879,0.7315,0.6566
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,7,0.8655,0.7281,0.6831
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,8,0.8431,0.7242,0.7096
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,9,0.8207,0.7199,0.7361
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,10,0.8396,0.7151,0.7617
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,11,0.8171,0.7107,0.7882
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,12,0.7947,0.7058,0.8147
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,13,0.7723,0.7005,0.8412
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,14,0.7499,0.6947,0.8677
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,15,0.7275,0.6885,0.8942
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,16,0.7051,0.6819,0.9207
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,17,0.6827,0.6748,0.9471
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,18,0.6603,0.6672,0.9736
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,19,0.6379,0.6593,1.0001
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,20,0.6567,0.6508,1.0258
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,21,0.6343,0.6427,1.0523
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,22,0.6119,0.6342,1.0787
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,23,0.5895,0.6253,1.1052
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,24,0.5671,0.6159,1.1317
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,25,0.5447,0.606,1.1582
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,26,0.5222,0.5957,1.1847
