pathway_id,scenario_id,pathway_name,time_step,biotechnology_viability,biological_risk_pressure,access_capacity
P2,S2,Bioeconomy Acceleration Pathway,36,0.9707,1.8,1.4
P2,S2,Bioeconomy Acceleration Pathway,37,0.9858,1.8,1.4
P2,S2,Bioeconomy Acceleration Pathway,38,1.0009,1.8,1.4
P2,S2,Bioeconomy Acceleration Pathway,39,1.016,1.8,1.4
P2,S2,Bioeconomy Acceleration Pathway,40,1.0311,1.8,1.4
P3,S3,Genomic Inequality Pathway,1,1.0,0.435,0.22
P3,S3,Genomic Inequality Pathway,2,0.9851,0.8372,0.2366
P3,S3,Genomic Inequality Pathway,3,0.9603,1.1911,0.2532
P3,S3,Genomic Inequality Pathway,4,0.9269,1.5026,0.2698
P3,S3,Genomic Inequality Pathway,5,0.8858,1.7767,0.2864
P3,S3,Genomic Inequality Pathway,6,0.8447,1.8,0.303
P3,S3,Genomic Inequality Pathway,7,0.8043,1.8,0.3196
P3,S3,Genomic Inequality Pathway,8,0.7646,1.8,0.3362
P3,S3,Genomic Inequality Pathway,9,0.708,1.8,0.3528
P3,S3,Genomic Inequality Pathway,10,0.6696,1.8,0.3694
P3,S3,Genomic Inequality Pathway,11,0.6318,1.8,0.386
P3,S3,Genomic Inequality Pathway,12,0.5947,1.8,0.4026
P3,S3,Genomic Inequality Pathway,13,0.5583,1.8,0.4192
P3,S3,Genomic Inequality Pathway,14,0.5225,1.8,0.4358
P3,S3,Genomic Inequality Pathway,15,0.4874,1.8,0.4524
P3,S3,Genomic Inequality Pathway,16,0.453,1.8,0.469
P3,S3,Genomic Inequality Pathway,17,0.4192,1.8,0.4856
P3,S3,Genomic Inequality Pathway,18,0.3686,1.8,0.5022
P3,S3,Genomic Inequality Pathway,19,0.3361,1.8,0.5188
P3,S3,Genomic Inequality Pathway,20,0.3043,1.8,0.5354
P3,S3,Genomic Inequality Pathway,21,0.2732,1.8,0.552
P3,S3,Genomic Inequality Pathway,22,0.2428,1.8,0.5686
P3,S3,Genomic Inequality Pathway,23,0.213,1.8,0.5852
P3,S3,Genomic Inequality Pathway,24,0.1838,1.8,0.6018
P3,S3,Genomic Inequality Pathway,25,0.1554,1.8,0.6184
P3,S3,Genomic Inequality Pathway,26,0.1276,1.8,0.635
P3,S3,Genomic Inequality Pathway,27,0.0829,1.8,0.6516
P3,S3,Genomic Inequality Pathway,28,0.0565,1.8,0.6682
P3,S3,Genomic Inequality Pathway,29,0.0307,1.8,0.6848
P3,S3,Genomic Inequality Pathway,30,0.0055,1.8,0.7014
P3,S3,Genomic Inequality Pathway,31,0.0,1.8,0.718
P3,S3,Genomic Inequality Pathway,32,0.0,1.8,0.7346
P3,S3,Genomic Inequality Pathway,33,0.0,1.8,0.7512
P3,S3,Genomic Inequality Pathway,34,0.0,1.8,0.7678
P3,S3,Genomic Inequality Pathway,35,0.0,1.8,0.7844
P3,S3,Genomic Inequality Pathway,36,0.0,1.8,0.801
P3,S3,Genomic Inequality Pathway,37,0.0,1.8,0.8176
P3,S3,Genomic Inequality Pathway,38,0.0,1.8,0.8342
P3,S3,Genomic Inequality Pathway,39,0.0,1.8,0.8508
P3,S3,Genomic Inequality Pathway,40,0.0,1.8,0.8674
P4,S4,Biosecurity Crisis Pathway,1,1.0,0.569,0.3
P4,S4,Biosecurity Crisis Pathway,2,0.9037,1.1499,0.3096
P4,S4,Biosecurity Crisis Pathway,3,0.7924,1.6611,0.3192
P4,S4,Biosecurity Crisis Pathway,4,0.6774,1.8,0.3288
P4,S4,Biosecurity Crisis Pathway,5,0.5627,1.8,0.3384
P4,S4,Biosecurity Crisis Pathway,6,0.4484,1.8,0.348
P4,S4,Biosecurity Crisis Pathway,7,0.3345,1.8,0.3576
P4,S4,Biosecurity Crisis Pathway,8,0.221,1.8,0.3672
P4,S4,Biosecurity Crisis Pathway,9,0.0904,1.8,0.3768
P4,S4,Biosecurity Crisis Pathway,10,0.0,1.8,0.3864
P4,S4,Biosecurity Crisis Pathway,11,0.0,1.8,0.396
P4,S4,Biosecurity Crisis Pathway,12,0.0,1.8,0.4056
P4,S4,Biosecurity Crisis Pathway,13,0.0,1.8,0.4152
P4,S4,Biosecurity Crisis Pathway,14,0.0,1.8,0.4248
P4,S4,Biosecurity Crisis Pathway,15,0.0,1.8,0.4344
P4,S4,Biosecurity Crisis Pathway,16,0.0,1.8,0.444
P4,S4,Biosecurity Crisis Pathway,17,0.0,1.8,0.4536
P4,S4,Biosecurity Crisis Pathway,18,0.0,1.8,0.4632
P4,S4,Biosecurity Crisis Pathway,19,0.0,1.8,0.4728
P4,S4,Biosecurity Crisis Pathway,20,0.0,1.8,0.4824
P4,S4,Biosecurity Crisis Pathway,21,0.0,1.8,0.492
P4,S4,Biosecurity Crisis Pathway,22,0.0,1.8,0.5016
P4,S4,Biosecurity Crisis Pathway,23,0.0,1.8,0.5112
P4,S4,Biosecurity Crisis Pathway,24,0.0,1.8,0.5208
P4,S4,Biosecurity Crisis Pathway,25,0.0,1.8,0.5304
P4,S4,Biosecurity Crisis Pathway,26,0.0,1.8,0.54
P4,S4,Biosecurity Crisis Pathway,27,0.0,1.8,0.5496
P4,S4,Biosecurity Crisis Pathway,28,0.0,1.8,0.5592
P4,S4,Biosecurity Crisis Pathway,29,0.0,1.8,0.5688
P4,S4,Biosecurity Crisis Pathway,30,0.0,1.8,0.5784
P4,S4,Biosecurity Crisis Pathway,31,0.0,1.8,0.588
P4,S4,Biosecurity Crisis Pathway,32,0.0,1.8,0.5976
P4,S4,Biosecurity Crisis Pathway,33,0.0,1.8,0.6072
P4,S4,Biosecurity Crisis Pathway,34,0.0,1.8,0.6168
P4,S4,Biosecurity Crisis Pathway,35,0.0,1.8,0.6264
P4,S4,Biosecurity Crisis Pathway,36,0.0,1.8,0.636
P4,S4,Biosecurity Crisis Pathway,37,0.0,1.8,0.6456
P4,S4,Biosecurity Crisis Pathway,38,0.0,1.8,0.6552
P4,S4,Biosecurity Crisis Pathway,39,0.0,1.8,0.6648
P4,S4,Biosecurity Crisis Pathway,40,0.0,1.8,0.6744
P5,S5,Ecological Biotechnology Turn Pathway,1,1.0,0.519,0.56
P5,S5,Ecological Biotechnology Turn Pathway,2,0.9957,0.9119,0.5962
P5,S5,Ecological Biotechnology Turn Pathway,3,0.9825,1.2577,0.6324
P5,S5,Ecological Biotechnology Turn Pathway,4,0.9615,1.562,0.6686
P5,S5,Ecological Biotechnology Turn Pathway,5,0.9349,1.8,0.7048
P5,S5,Ecological Biotechnology Turn Pathway,6,0.9098,1.8,0.741
P5,S5,Ecological Biotechnology Turn Pathway,7,0.8861,1.8,0.7772
P5,S5,Ecological Biotechnology Turn Pathway,8,0.8638,1.8,0.8134
P5,S5,Ecological Biotechnology Turn Pathway,9,0.8255,1.8,0.8496
P5,S5,Ecological Biotechnology Turn Pathway,10,0.8061,1.8,0.8858
P5,S5,Ecological Biotechnology Turn Pathway,11,0.7882,1.8,0.922
P5,S5,Ecological Biotechnology Turn Pathway,12,0.7717,1.8,0.9582
P5,S5,Ecological Biotechnology Turn Pathway,13,0.7567,1.8,0.9944
P5,S5,Ecological Biotechnology Turn Pathway,14,0.7431,1.8,1.0306
P5,S5,Ecological Biotechnology Turn Pathway,15,0.731,1.8,1.0668
P5,S5,Ecological Biotechnology Turn Pathway,16,0.7203,1.8,1.103
P5,S5,Ecological Biotechnology Turn Pathway,17,0.7111,1.8,1.1392
P5,S5,Ecological Biotechnology Turn Pathway,18,0.6858,1.8,1.1754
P5,S5,Ecological Biotechnology Turn Pathway,19,0.6795,1.8,1.2116
P5,S5,Ecological Biotechnology Turn Pathway,20,0.6746,1.8,1.2478
P5,S5,Ecological Biotechnology Turn Pathway,21,0.6711,1.8,1.284
P5,S5,Ecological Biotechnology Turn Pathway,22,0.6691,1.8,1.3202
P5,S5,Ecological Biotechnology Turn Pathway,23,0.6686,1.8,1.3564
P5,S5,Ecological Biotechnology Turn Pathway,24,0.6695,1.8,1.3926
P5,S5,Ecological Biotechnology Turn Pathway,25,0.6707,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,26,0.6719,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,27,0.6556,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,28,0.6568,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,29,0.658,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,30,0.6592,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,31,0.6604,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,32,0.6616,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,33,0.6628,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,34,0.664,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,35,0.6652,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,36,0.6489,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,37,0.6501,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,38,0.6513,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,39,0.6525,1.8,1.4
P5,S5,Ecological Biotechnology Turn Pathway,40,0.6537,1.8,1.4
P6,S6,Corporate Biological Enclosure Pathway,1,1.0,0.5,0.28
P6,S6,Corporate Biological Enclosure Pathway,2,0.9651,0.9802,0.299
P6,S6,Corporate Biological Enclosure Pathway,3,0.9182,1.4028,0.318
P6,S6,Corporate Biological Enclosure Pathway,4,0.8609,1.7746,0.337
P6,S6,Corporate Biological Enclosure Pathway,5,0.8037,1.8,0.356
P6,S6,Corporate Biological Enclosure Pathway,6,0.7472,1.8,0.375
P6,S6,Corporate Biological Enclosure Pathway,7,0.6914,1.8,0.394
P6,S6,Corporate Biological Enclosure Pathway,8,0.6365,1.8,0.413
P6,S6,Corporate Biological Enclosure Pathway,9,0.5647,1.8,0.432
P6,S6,Corporate Biological Enclosure Pathway,10,0.5113,1.8,0.451
P6,S6,Corporate Biological Enclosure Pathway,11,0.4586,1.8,0.47
P6,S6,Corporate Biological Enclosure Pathway,12,0.4066,1.8,0.489
P6,S6,Corporate Biological Enclosure Pathway,13,0.3555,1.8,0.508
P6,S6,Corporate Biological Enclosure Pathway,14,0.305,1.8,0.527
P6,S6,Corporate Biological Enclosure Pathway,15,0.2554,1.8,0.546
P6,S6,Corporate Biological Enclosure Pathway,16,0.2065,1.8,0.565
P6,S6,Corporate Biological Enclosure Pathway,17,0.1583,1.8,0.584
P6,S6,Corporate Biological Enclosure Pathway,18,0.0935,1.8,0.603
P6,S6,Corporate Biological Enclosure Pathway,19,0.0468,1.8,0.622
P6,S6,Corporate Biological Enclosure Pathway,20,0.001,1.8,0.641
P6,S6,Corporate Biological Enclosure Pathway,21,0.0,1.8,0.66
P6,S6,Corporate Biological Enclosure Pathway,22,0.0,1.8,0.679
P6,S6,Corporate Biological Enclosure Pathway,23,0.0,1.8,0.698
P6,S6,Corporate Biological Enclosure Pathway,24,0.0,1.8,0.717
P6,S6,Corporate Biological Enclosure Pathway,25,0.0,1.8,0.736
P6,S6,Corporate Biological Enclosure Pathway,26,0.0,1.8,0.755
P6,S6,Corporate Biological Enclosure Pathway,27,0.0,1.8,0.774
P6,S6,Corporate Biological Enclosure Pathway,28,0.0,1.8,0.793
P6,S6,Corporate Biological Enclosure Pathway,29,0.0,1.8,0.812
P6,S6,Corporate Biological Enclosure Pathway,30,0.0,1.8,0.831
P6,S6,Corporate Biological Enclosure Pathway,31,0.0,1.8,0.85
P6,S6,Corporate Biological Enclosure Pathway,32,0.0,1.8,0.869
P6,S6,Corporate Biological Enclosure Pathway,33,0.0,1.8,0.888
P6,S6,Corporate Biological Enclosure Pathway,34,0.0,1.8,0.907
P6,S6,Corporate Biological Enclosure Pathway,35,0.0,1.8,0.926
P6,S6,Corporate Biological Enclosure Pathway,36,0.0,1.8,0.945
P6,S6,Corporate Biological Enclosure Pathway,37,0.0,1.8,0.964
P6,S6,Corporate Biological Enclosure Pathway,38,0.0,1.8,0.983
P6,S6,Corporate Biological Enclosure Pathway,39,0.0,1.8,1.002
P6,S6,Corporate Biological Enclosure Pathway,40,0.0,1.8,1.021
P7,S7,Democratic Biofutures Pathway,1,1.0,0.437,0.86
P7,S7,Democratic Biofutures Pathway,2,1.1249,0.5646,0.9266
P7,S7,Democratic Biofutures Pathway,3,1.2492,0.6768,0.9932
P7,S7,Democratic Biofutures Pathway,4,1.3731,0.7756,1.0598
P7,S7,Democratic Biofutures Pathway,5,1.4971,0.8625,1.1264
P7,S7,Democratic Biofutures Pathway,6,1.6214,0.939,1.193
P7,S7,Democratic Biofutures Pathway,7,1.7464,1.0063,1.2596
P7,S7,Democratic Biofutures Pathway,8,1.8,1.0656,1.3262
P7,S7,Democratic Biofutures Pathway,9,1.8,1.1877,1.3928
P7,S7,Democratic Biofutures Pathway,10,1.8,1.2252,1.4
P7,S7,Democratic Biofutures Pathway,11,1.8,1.2582,1.4
P7,S7,Democratic Biofutures Pathway,12,1.8,1.2872,1.4
P7,S7,Democratic Biofutures Pathway,13,1.8,1.3127,1.4
P7,S7,Democratic Biofutures Pathway,14,1.8,1.3352,1.4
P7,S7,Democratic Biofutures Pathway,15,1.8,1.355,1.4
P7,S7,Democratic Biofutures Pathway,16,1.8,1.3724,1.4
P7,S7,Democratic Biofutures Pathway,17,1.8,1.3877,1.4
P7,S7,Democratic Biofutures Pathway,18,1.8,1.4712,1.4
P7,S7,Democratic Biofutures Pathway,19,1.8,1.4746,1.4
P7,S7,Democratic Biofutures Pathway,20,1.8,1.4777,1.4
P7,S7,Democratic Biofutures Pathway,21,1.8,1.4804,1.4
P7,S7,Democratic Biofutures Pathway,22,1.8,1.4827,1.4
P7,S7,Democratic Biofutures Pathway,23,1.8,1.4848,1.4
P7,S7,Democratic Biofutures Pathway,24,1.8,1.4866,1.4
P7,S7,Democratic Biofutures Pathway,25,1.8,1.4882,1.4
P7,S7,Democratic Biofutures Pathway,26,1.8,1.4896,1.4
P7,S7,Democratic Biofutures Pathway,27,1.8,1.5609,1.4
P7,S7,Democratic Biofutures Pathway,28,1.8,1.5536,1.4
P7,S7,Democratic Biofutures Pathway,29,1.8,1.5471,1.4
P7,S7,Democratic Biofutures Pathway,30,1.8,1.5415,1.4
P7,S7,Democratic Biofutures Pathway,31,1.8,1.5365,1.4
P7,S7,Democratic Biofutures Pathway,32,1.8,1.5321,1.4
P7,S7,Democratic Biofutures Pathway,33,1.8,1.5283,1.4
P7,S7,Democratic Biofutures Pathway,34,1.8,1.5249,1.4
P7,S7,Democratic Biofutures Pathway,35,1.8,1.5219,1.4
P7,S7,Democratic Biofutures Pathway,36,1.8,1.5893,1.4
P7,S7,Democratic Biofutures Pathway,37,1.8,1.5786,1.4
P7,S7,Democratic Biofutures Pathway,38,1.8,1.5691,1.4
P7,S7,Democratic Biofutures Pathway,39,1.8,1.5608,1.4
P7,S7,Democratic Biofutures Pathway,40,1.8,1.5535,1.4
